snapshot_month,sku,brand,category,business_mode,gross_profit,sales_revenue,inventory_value,sold_units,ending_inventory_units,sell_through_rate,inventory_age_days,gmroi,weeks_of_supply,gross_margin_pct,quadrant_label,recommended_action,action_priority
2026-01-01,SKU00011,Champion,Kids Apparel,Buyout,1388.16,9711.36,1490505.6,51,9133,0.005753947368421053,136.9078947368421,0.001036842105263158,770.5746052631579,0.14294187425860025,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00012,Under Armour,Yoga Apparel,Buyout,1572.04,4953.27,446211.5,61,8050,0.009346052631578948,144.14473684210526,0.005296052631578947,713.6902631578947,0.31737417907765975,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00013,Reebok Underwear,Outdoor Apparel,Consignment,3547.95,4270.88,933037.86,70,8549,0.008722368421052631,307.2105263157895,0.004663157894736842,706.9272368421052,0.8307304349454913,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00014,On Running,Underwear,Consignment,245.03,300.52,51429.0,50,7900,0.007638157894736842,288.5131578947368,0.006461842105263158,758.5684210526315,0.815353387461733,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00015,Brand B,Sportswear,Own Brand,35581.98,70639.1,1410816.4,226,9095,0.02696184210526316,140.01315789473685,0.03082763157894737,327.3013157894737,0.5037150813076611,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00016,Cole Haan,Underwear,Buyout,898.38,1589.99,308187.43,23,10249,0.0024657894736842107,199.53947368421052,0.003471052631578947,896.4605263157895,0.5650224215246636,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00017,Lululemon,Sportswear,Consignment,365.26,450.36,116314.8,21,8540,0.003094736842105263,121.23684210526316,0.004703947368421052,871.2675,0.8110400568434141,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00018,Adidas,Training Shoes,Consignment,1056.61,1275.51,261929.85,21,8463,0.002876315789473684,125.30263157894737,0.005363157894736841,879.4561842105263,0.8283823725411795,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00019,Brand A,Bags,Own Brand,518.91,2726.85,492107.77,42,9361,0.004573684210526316,143.93421052631578,0.0011592105263157895,820.2257894736842,0.1902964959568733,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00020,Salomon,Kids Apparel,Consignment,915.08,1090.05,108636.72,59,8376,0.008938157894736842,143.05263157894737,0.012069736842105263,738.3772368421053,0.8394844273198477,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00021,The North Face,Outdoor Apparel,Buyout,4925.33,12874.31,799224.66,79,7943,0.010563157894736842,297.82894736842104,0.007401315789473684,661.8809210526315,0.38257040571494705,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00022,Reebok Underwear,Outdoor Apparel,Buyout,3280.12,23650.36,2316266.04,72,8187,0.009551315789473684,139.51315789473685,0.001638157894736842,682.8736842105263,0.13869218058414332,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00023,Brand A,Outdoor Apparel,Own Brand,11504.07,27643.19,2259951.48,68,9522,0.010419736842105263,137.93421052631578,0.008253947368421052,691.8963157894738,0.4161628958162933,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00024,Nike,Lifestyle Apparel,Consignment,1487.15,1822.4,169206.1,68,8194,0.008764473684210527,305.7894736842105,0.010703947368421052,703.8390789473684,0.8160392888498683,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00025,Under Armour,Performance Apparel,Consignment,4485.86,5389.76,391282.65,53,8783,0.008301315789473684,138.97368421052633,0.01701184210526316,735.27,0.8322930891171405,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00026,Brand A,Performance Apparel,Own Brand,-5839.17,9300.99,2131398.08,63,8869,0.008226315789473684,286.32894736842104,-0.0035736842105263157,719.9482894736842,-0.6278009115158709,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00027,Brand A,Performance Apparel,Own Brand,-5043.36,9999.84,3367796.4,40,8955,0.006026315789473684,310.61842105263156,-0.0021657894736842103,808.7103947368421,-0.504344069505112,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00028,Asics,Outdoor Apparel,Buyout,888.28,5047.37,1406314.91,23,7777,0.00345921052631579,139.23684210526315,0.000763157894736842,886.6490789473685,0.17598868321521902,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00029,Adidas,Bags,Consignment,1756.98,2176.39,107392.98,87,8142,0.01210921052631579,328.10526315789474,0.02137763157894737,606.1030263157895,0.8072909726657447,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00030,Cole Haan,Basketball Shoes,Consignment,171.48,215.84000000000003,529267.8,4,9690,0.0006407894736842106,198.98684210526315,0.0006052631578947369,971.7236842105264,0.7944773906597478,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00031,Brand B,Running Shoes,Own Brand,1548.23,9723.11,1005510.24,72,8856,0.010535526315789473,124.67105263157895,0.0021460526315789474,685.9786842105262,0.15923197413173357,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00032,Cole Haan,Bags,Consignment,3022.42,3696.1800000000003,324853.92,115,10392,0.013405263157894736,208.30263157894737,0.012997368421052632,606.411447368421,0.8177145052459566,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00033,Lululemon,Outdoor Apparel,Consignment,1101.73,1341.65,103602.9,68,8423,0.009392105263157894,125.63157894736842,0.013586842105263158,695.5956578947367,0.821175418328178,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00034,Lululemon,Yoga Apparel,Consignment,119.47,145.52,92095.19,4,7681,0.0007184210526315789,136.1184210526316,0.0020223684210526316,964.2105263157895,0.8209868059373281,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00035,Reebok Underwear,Performance Apparel,Buyout,394.77,3038.77,939360.32,25,8882,0.0034486842105263156,127.17105263157895,0.0003881578947368421,844.4911842105263,0.1299111153525933,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00036,Brand A,Performance Apparel,Own Brand,12370.57,26079.02,2421481.3,53,9362,0.006552631578947368,125.65789473684211,0.006723684210526316,753.656052631579,0.474349496261746,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00037,Reebok Underwear,Yoga Apparel,Buyout,3535.94,7332.41,713383.2,43,8080,0.007035526315789473,143.03947368421052,0.007965789473684209,859.0736842105263,0.4822343540527603,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00038,Lululemon,Training Shoes,Consignment,9368.33,11315.85,107098.44,117,8341,0.014518421052631578,124.82894736842105,0.10285131578947368,576.8431578947369,0.8278945019596406,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00039,Brand B,Yoga Apparel,Own Brand,2095.85,3835.2200000000003,425440.5,37,9050,0.0043,138.44736842105263,0.005896052631578948,823.6667105263158,0.5464745177590855,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00040,Adidas,Accessories,Consignment,1910.52,2319.9900000000002,60000.78,110,7833,0.015507894736842106,135.0921052631579,0.041036842105263156,578.0078947368421,0.8235035495842653,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00041,Adidas,Yoga Apparel,Consignment,3741.6,4496.24,408398.6,48,8473,0.005485526315789474,147.28947368421052,0.009986842105263159,758.3452631578947,0.832161984235717,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00042,Cole Haan,Performance Apparel,Consignment,1241.63,1511.12,624897.6,30,9872,0.003647368421052632,222.56578947368422,0.0024671052631578946,840.7411842105263,0.8216620784583621,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00043,Brand A,Running Shoes,Own Brand,2283.1,5829.01,1203376.79,27,9163,0.004082894736842106,124.82894736842105,0.003056578947368421,860.8332894736842,0.39167886141900593,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00044,On Running,Sportswear,Buyout,4869.57,9591.87,716542.2,53,8042,0.006952631578947368,130.57894736842104,0.008456578947368421,748.2473684210527,0.5076768138016883,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00045,On Running,Kids Apparel,Consignment,1214.53,1480.42,324481.12,57,8732,0.006692105263157894,297.2763157894737,0.004428947368421053,756.4964473684211,0.8203955634211912,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00046,Nike,Performance Apparel,Consignment,166.32999999999998,199.8,123601.28,10,7964,0.0012723684210526314,136.52631578947367,0.001513157894736842,936.8201315789474,0.8324824824824824,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00047,On Running,Running Shoes,Consignment,1214.7,1469.55,368740.4,14,8335,0.0019289473684210526,136.53947368421052,0.00413421052631579,917.5921052631579,0.8265795651730122,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00048,Adidas,Sportswear,Consignment,1771.59,2147.49,229309.97,89,8471,0.01229078947368421,293.5657894736842,0.010369736842105263,611.3193421052631,0.8249584398530377,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00049,Asics,Bags,Buyout,1023.64,4202.93,1161132.0,23,8400,0.0034421052631578948,134.32894736842104,0.0014842105263157895,886.4473684210526,0.2435539016828736,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00050,Lululemon,Performance Apparel,Consignment,3253.99,3940.1,80245.9,99,8555,0.012906578947368422,140.4078947368421,0.05402368421052632,605.3680263157895,0.8258648257658435,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00051,Salomon,Sportswear,Buyout,26.11,271.47,254898.37,8,8311,0.0011644736842105262,148.30263157894737,0.00019342105263157896,948.9693421052631,0.09618005672818358,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00052,Brand B,Kids Apparel,Own Brand,701.3,3635.0,477179.64,55,8946,0.006350000000000001,139.35526315789474,0.0017513157894736842,775.5631578947368,0.19292984869325996,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00053,Nike,Basketball Shoes,Consignment,3733.92,4605.39,248369.5,94,7925,0.01274342105263158,125.98684210526316,0.018728947368421053,623.1160526315789,0.8107717261730276,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00054,Adidas,Performance Apparel,Consignment,931.24,1113.97,569354.7,24,8405,0.0026342105263157897,280.82894736842104,0.001689473684210526,893.1973684210526,0.8359650618957423,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00055,Adidas,Underwear,Consignment,389.53,462.32,62745.0,14,8366,0.0019973684210526314,137.30263157894737,0.007915789473684211,929.5,0.8425549403010901,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00056,New Balance,Underwear,Buyout,490.16,1671.41,149512.5,63,7974,0.008810526315789474,130.8684210526316,0.004702631578947368,717.2819736842106,0.2932613781178765,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00057,Brand A,Accessories,Own Brand,4635.88,9212.92,322505.28,117,8244,0.01644736842105263,142.17105263157896,0.017578947368421055,555.6977631578948,0.5031933415247283,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00058,Skechers,Basketball Shoes,Consignment,1469.66,1768.46,294030.6,29,7845,0.0031986842105263154,127.84210526315789,0.004889473684210526,848.3421052631579,0.8310394354410052,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00059,Columbia,Outdoor Apparel,Buyout,3844.07,6998.69,900915.96,29,8282,0.003990789473684211,133.85526315789474,0.005672368421052632,852.8701315789473,0.549255646413829,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00060,Brand A,Outdoor Apparel,Own Brand,440.17,1484.71,721926.36,14,9676,0.0016723684210526314,123.36842105263158,0.0007763157894736842,912.3157894736842,0.2964686706494871,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00061,Brooks Brothers,Kids Apparel,Consignment,1214.01,1476.49,206405.68,35,8629,0.004427631578947369,136.18421052631578,0.007102631578947369,820.0701315789474,0.8222270384492952,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00062,Salomon,Training Shoes,Consignment,214.18,264.18,314413.68,8,8652,0.000793421052631579,127.92105263157895,0.0006223684210526316,963.0569736842106,0.8107351048527519,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00063,Puma,Kids Apparel,Buyout,3179.99,6956.45,287111.22000000003,113,8591,0.012996052631578948,139.75,0.011643421052631579,594.2393421052632,0.45712827663535277,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00064,Reebok Underwear,Training Shoes,Buyout,4523.82,10989.14,1309907.86,38,7699,0.005419736842105263,149.78947368421052,0.004571052631578947,813.0075,0.4116627870788797,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00065,Asics,Sportswear,Buyout,1318.1,2620.44,410888.27,26,8203,0.0037355263157894734,146.6315789473684,0.003888157894736842,871.0482894736842,0.5030071285738272,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00066,Hoka,Yoga Apparel,Buyout,3246.41,5198.57,748792.8,21,8055,0.0032223684210526318,132.9078947368421,0.0064263157894736845,897.3421052631579,0.6244813477552481,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00067,Cole Haan,Performance Apparel,Buyout,-1497.91,18228.59,2805897.36,75,10668,0.007825,297.36842105263156,-0.0006342105263157895,685.9543421052631,-0.08217366236225622,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00068,Brand B,Yoga Apparel,Own Brand,6340.19,11603.07,861326.7,56,9165,0.007397368421052632,129.98684210526315,0.009253947368421053,778.7736842105263,0.5464234896454128,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00069,Under Armour,Bags,Consignment,771.35,956.86,73129.14,42,8226,0.005763157894736842,296.75,0.01286842105263158,789.6122368421053,0.8061262880672199,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00070,Columbia,Bags,Consignment,670.76,820.75,440265.58,17,7927,0.002761842105263158,146.8684210526316,0.0021144736842105263,889.7894736842105,0.8172525129454767,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00071,Cole Haan,Kids Apparel,Buyout,9718.9,16707.7,684230.4,104,10182,0.01134078947368421,217.97368421052633,0.017257894736842107,619.083947368421,0.5817018500451887,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00072,Brand B,Training Shoes,Own Brand,-260.54,4163.92,1080883.6199999999,37,9039,0.0048328947368421055,287.9736842105263,-0.00029736842105263157,808.75,-0.06257084670214606,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00073,The North Face,Basketball Shoes,Consignment,287.45000000000005,345.02,266944.69,6,8191,0.000475,149.05263157894737,0.00075,970.9736842105264,0.8331401078198367,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00074,Champion,Outdoor Apparel,Buyout,7027.4,13406.2,1244025.47,40,7801,0.007423684210526316,134.77631578947367,0.008856578947368422,775.0701315789474,0.5241903000104429,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00075,Skechers,Training Shoes,Consignment,427.58,528.53,227735.4,18,8466,0.0026026315789473686,134.05263157894737,0.0024605263157894738,895.6973684210526,0.8089985431290561,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00076,Asics,Yoga Apparel,Buyout,4706.9,15816.18,791635.39,112,7981,0.014482894736842106,141.25,0.007273684210526315,581.3388157894736,0.29760030550992717,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00077,Lululemon,Kids Apparel,Buyout,1291.79,6888.03,1871942.28,26,8697,0.003503947368421053,123.02631578947368,0.0008526315789473684,873.3947368421053,0.18754128538929127,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00078,Champion,Accessories,Buyout,502.38,3656.94,823848.96,31,8096,0.0034315789473684214,129.42105263157896,0.000556578947368421,860.0605263157895,0.1373771513888661,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00079,Cole Haan,Performance Apparel,Buyout,5666.43,15608.82,1576765.26,61,9674,0.0072539473684210525,196.5,0.004389473684210526,725.7236842105264,0.36302744217692307,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00080,Nike,Sportswear,Consignment,5457.81,6611.21,408298.88,95,7864,0.012499999999999999,135.3684210526316,0.016092105263157897,588.9606578947369,0.8255387440423161,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00081,Reebok Underwear,Training Shoes,Consignment,4915.36,5976.93,244640.5,129,8021,0.017585526315789475,139.05263157894737,0.026428947368421052,552.5130263157895,0.8223887514158605,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00082,Brand B,Basketball Shoes,Own Brand,7085.25,12466.01,1749707.85,28,9105,0.003711842105263158,141.47368421052633,0.005323684210526316,867.543947368421,0.5683654994661483,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00083,Adidas,Underwear,Consignment,2867.13,3459.0099999999998,216928.41,100,8497,0.012382894736842107,131.92105263157896,0.015963157894736842,587.7872368421052,0.8288874562374784,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00084,Cole Haan,Kids Apparel,Buyout,3072.26,7562.36,316369.12,135,9512,0.014861842105263158,313.0657894736842,0.011838157894736842,483.69736842105266,0.40625677698496243,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00085,Brooks Brothers,Accessories,Buyout,1104.62,2893.52,492663.06,30,8262,0.0036263157894736845,131.76315789473685,0.0024749999999999998,837.9297368421053,0.38175647654068395,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00086,Brooks Brothers,Accessories,Buyout,989.76,1729.17,268757.93,21,7633,0.003263157894736842,133.4078947368421,0.004764473684210527,898.4035526315789,0.5723902218983674,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00087,The North Face,Underwear,Consignment,2546.52,3099.88,166851.81,81,8167,0.010060526315789473,139.89473684210526,0.017976315789473684,679.0361842105264,0.8214898641237725,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00088,The North Face,Performance Apparel,Buyout,1770.5,3367.55,488933.9,27,8266,0.003247368421052632,148.0921052631579,0.0040855263157894735,849.1578947368421,0.5257531439770753,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00089,Puma,Training Shoes,Buyout,4123.5599999999995,16719.96,1470104.85,72,8403,0.01059078947368421,127.67105263157895,0.004297368421052631,697.3710526315789,0.246624991925818,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00090,Cole Haan,Sportswear,Buyout,2025.06,3907.71,336480.9,55,9830,0.006573684210526316,210.81578947368422,0.007807894736842106,815.7702631578948,0.5182216694688193,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00091,Brand B,Outdoor Apparel,Own Brand,-836.5699999999999,13404.58,1580767.65,77,8547,0.010905263157894737,288.8157894736842,-0.0007605263157894736,672.0396052631579,-0.062409266086665895,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00092,Skechers,Accessories,Buyout,1440.94,3725.61,414157.2,47,8520,0.006718421052631579,130.81578947368422,0.0046421052631578945,789.8402631578947,0.3867661939923932,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00093,Columbia,Running Shoes,Consignment,3384.5099999999998,4064.33,214638.45,61,8467,0.006997368421052632,139.3421052631579,0.01715526315789474,722.6148684210526,0.8327350387394724,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00094,Cole Haan,Training Shoes,Buyout,2964.01,4563.94,589491.45,29,10685,0.0033171052631578947,208.32894736842104,0.006617105263157895,873.2842105263159,0.6494410531251508,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00095,Puma,Lifestyle Apparel,Consignment,2610.05,3159.7,386880.56,69,8228,0.009563157894736843,137.0,0.00899078947368421,723.2263157894737,0.8260436117352914,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00096,Reebok Underwear,Sportswear,Buyout,4335.77,20058.59,1155279.42,113,8303,0.013653947368421054,129.21052631578948,0.004321052631578948,565.7590789473685,0.21615527312737337,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00097,Nike,Lifestyle Apparel,Consignment,2978.36,3645.18,207743.16,117,7881,0.015351315789473685,140.85526315789474,0.017128947368421053,526.5142105263158,0.8170680185889312,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00098,Reebok Underwear,Bags,Consignment,3767.92,4511.75,164438.45,52,8041,0.007655263157894737,129.42105263157896,0.030693421052631578,728.5131578947369,0.8351349254723777,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00099,Adidas,Bags,Buyout,3103.0299999999997,5974.03,841968.6,30,8798,0.0044815789473684215,139.3815789473684,0.00545,855.3069736842106,0.5194198890865964,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00100,Brand B,Underwear,Own Brand,-824.6800000000001,7036.61,303804.03,237,9159,0.0279,302.9605263157895,-0.0036631578947368417,328.2042105263158,-0.11719848051831779,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00101,Brand B,Underwear,Own Brand,1338.83,3072.23,195382.0,81,9130,0.011451315789473684,133.69736842105263,0.010456578947368421,671.5701315789474,0.43578443020216584,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00102,Lululemon,Outdoor Apparel,Consignment,17592.31,21421.43,270261.25,159,8375,0.021097368421052632,128.22368421052633,0.083775,471.18,0.8212481613038906,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00103,Puma,Basketball Shoes,Buyout,8482.460000000001,14130.41,718813.7,63,8018,0.007801315789473684,126.44736842105263,0.013706578947368422,736.4905263157895,0.6002982220614972,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00104,The North Face,Outdoor Apparel,Consignment,219.26,276.86,284292.92,5,7988,0.0008776315789473686,132.57894736842104,0.0013236842105263157,972.7061842105263,0.7919526114281585,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00105,Nike,Performance Apparel,Buyout,13149.36,34051.92,944721.0599999999,168,7593,0.02383947368421053,127.59210526315789,0.018623684210526317,447.7940789473684,0.38615619912181165,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00106,Skechers,Training Shoes,Buyout,5072.97,12808.83,603240.8,99,7720,0.014560526315789473,300.2763157894737,0.011380263157894737,581.6343421052632,0.39605256686207874,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00107,New Balance,Kids Apparel,Buyout,1161.76,4611.6,451631.64,58,7593,0.008280263157894737,286.42105263157896,0.003126315789473684,722.8018421052632,0.25192124208517647,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00108,Brand A,Lifestyle Apparel,Own Brand,170.19,1363.33,823358.38,13,8971,0.0014618421052631579,298.5131578947368,0.00018289473684210525,929.171052631579,0.12483404604901235,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00109,Brooks Brothers,Sportswear,Buyout,5103.09,10613.52,536552.61,81,7887,0.013353947368421052,140.05263157894737,0.01428157894736842,660.3755263157894,0.48081032494403364,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00110,Nike,Underwear,Consignment,1096.18,1342.65,30361.32,71,8228,0.009355263157894738,141.6315789473684,0.045164473684210525,677.1886842105263,0.8164301940192902,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
