snapshot_month,sku,brand,brand_tier,category,business_mode,price_band,gender_segment,style_type,core_or_seasonal,clearance_flag,replenishable_flag,gross_margin_pct,sell_through_rate,gmroi,inventory_value,sold_units,ending_inventory_units,inventory_age_days,weeks_of_supply,discount_factor,discount_depth,cost_to_msrp_ratio,price_cost_spread,quadrant_label,recommended_action,action_priority
2026-01-01,SKU00023,Brand A,Tier 2,Outdoor Apparel,Own Brand,Premium,Men,Performance,Seasonal,0,1,0.4161628958162933,0.0104197368421052,0.008253947368421,2259951.48,68,9522,137.93421052631578,691.8963157894738,0.25051546731868857,0.7494845326813114,0.149,0.10151546731868857,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00024,Nike,Tier 1,Lifestyle Apparel,Consignment,Premium,Men,Clearance,Seasonal,1,0,0.8160392888498683,0.0087644736842105,0.010703947368421,169206.1,68,8194,305.7894736842105,703.8390789473684,0.12917425211208403,0.870825747887916,0.0199,0.10927425211208402,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00025,Under Armour,Tier 3,Performance Apparel,Consignment,Luxury,Kids,Fashion,Seasonal,0,1,0.8322930891171405,0.0083013157894736,0.0170118421052631,391282.65,53,8783,138.97368421052633,735.27,0.20070076037995002,0.79929923962005,0.0202,0.18050076037995003,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00026,Brand A,Tier 2,Performance Apparel,Own Brand,Premium,Women,Core Basic,Seasonal,1,0,-0.6278009115158709,0.0082263157894736,-0.0035736842105263,2131398.08,63,8869,286.32894736842104,719.9482894736842,0.12601437674924343,0.8739856232507566,0.2025,-0.07648562325075658,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00027,Brand A,Tier 2,Performance Apparel,Own Brand,Luxury,Unisex,Performance,Seasonal,1,0,-0.504344069505112,0.0060263157894736,-0.0021657894736842,3367796.4,40,8955,310.6184210526316,808.7103947368421,0.12803795806339052,0.8719620419366094,0.1894,-0.06136204193660949,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00028,Asics,Tier 3,Outdoor Apparel,Buyout,Premium,Men,Limited,Seasonal,0,1,0.175988683215219,0.0034592105263157,0.0007631578947368,1406314.91,23,7777,139.23684210526315,886.6490789473685,0.2042507807323295,0.7957492192676705,0.1616,0.0426507807323295,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00029,Adidas,Tier 1,Bags,Consignment,Mass,Women,Core Basic,Seasonal,1,0,0.8072909726657447,0.0121092105263157,0.0213776315789473,107392.98,87,8142,328.10526315789474,606.1030263157895,0.1331025875264238,0.8668974124735762,0.0177,0.1154025875264238,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00030,Cole Haan,Tier 2,Basketball Shoes,Consignment,Premium,Women,Clearance,Seasonal,1,0,0.7944773906597478,0.0006407894736842,0.0006052631578947,529267.8,4,9690,198.98684210526315,971.7236842105264,0.15879706465442384,0.8412029353455761,0.0433,0.11549706465442383,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00031,Brand B,Tier 2,Running Shoes,Own Brand,Mass,Women,Fashion,Seasonal,0,1,0.1592319741317335,0.0105355263157894,0.0021460526315789,1005510.24,72,8856,124.67105263157896,685.9786842105262,0.25359256799957464,0.7464074320004254,0.2172,0.03639256799957463,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00032,Cole Haan,Tier 2,Bags,Consignment,Mass,Unisex,Core Basic,Core,0,1,0.8177145052459566,0.0134052631578947,0.0129973684210526,324853.92,115,10392,208.30263157894737,606.411447368421,0.15663720192582167,0.8433627980741784,0.04,0.11663720192582167,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00033,Lululemon,Tier 1,Outdoor Apparel,Consignment,Mass,Unisex,Limited,Seasonal,0,1,0.821175418328178,0.0093921052631578,0.0135868421052631,103602.9,68,8423,125.63157894736842,695.5956578947367,0.23119821548743602,0.768801784512564,0.040999999999999995,0.19019821548743604,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00034,Lululemon,Tier 1,Yoga Apparel,Consignment,Mass,Unisex,Core Basic,Core,0,1,0.8209868059373281,0.0007184210526315,0.0020223684210526,92095.19,4,7681,136.1184210526316,964.2105263157896,0.21595879651218836,0.7840412034878117,0.0203,0.19565879651218837,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00035,Reebok Underwear,Tier 2,Performance Apparel,Buyout,Mass,Kids,Fashion,Seasonal,0,0,0.1299111153525933,0.0034486842105263,0.0003881578947368,939360.32,25,8882,127.17105263157896,844.4911842105263,0.19347142917391294,0.8065285708260871,0.1623,0.03117142917391294,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00036,Brand A,Tier 2,Performance Apparel,Own Brand,Luxury,Men,Limited,Seasonal,0,1,0.474349496261746,0.0065526315789473,0.0067236842105263,2421481.3,53,9362,125.65789473684212,753.656052631579,0.24897577403304658,0.7510242259669534,0.1265,0.12247577403304657,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00037,Reebok Underwear,Tier 2,Yoga Apparel,Buyout,Premium,Unisex,Core Basic,Core,0,1,0.4822343540527603,0.0070355263157894,0.0079657894736842,713383.2,43,8080,143.03947368421052,859.0736842105263,0.2065606813797299,0.7934393186202701,0.106,0.10056068137972991,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00038,Lululemon,Tier 1,Training Shoes,Consignment,Premium,Women,Fashion,Seasonal,0,0,0.8278945019596406,0.0145184210526315,0.1028513157894736,107098.44,117,8341,124.82894736842104,576.8431578947369,0.23072758606019625,0.7692724139398037,0.01,0.22072758606019624,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00039,Brand B,Tier 2,Yoga Apparel,Own Brand,Mass,Men,Core Basic,Core,0,1,0.5464745177590855,0.0043,0.0058960526315789,425440.5,37,9050,138.44736842105263,823.6667105263158,0.25651307910494797,0.7434869208950521,0.1235,0.13301307910494797,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00040,Adidas,Tier 1,Accessories,Consignment,Mass,Men,Core Basic,Seasonal,0,0,0.8235035495842653,0.0155078947368421,0.0410368421052631,60000.78,110,7833,135.0921052631579,578.0078947368421,0.23608074371905338,0.7639192562809466,0.0243,0.2117807437190534,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00041,Adidas,Tier 1,Yoga Apparel,Consignment,Premium,Men,Performance,Seasonal,0,1,0.832161984235717,0.0054855263157894,0.0099868421052631,408398.6,48,8473,147.28947368421052,758.3452631578947,0.2293979670987369,0.7706020329012631,0.0428,0.18659796709873688,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00042,Cole Haan,Tier 2,Performance Apparel,Consignment,Premium,Women,Core Basic,Core,0,1,0.8216620784583621,0.0036473684210526,0.0024671052631578,624897.6,30,9872,222.56578947368425,840.7411842105263,0.1539672621190503,0.8460327378809497,0.04880000000000001,0.10516726211905028,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00043,Brand A,Tier 2,Running Shoes,Own Brand,Premium,Kids,Fashion,Seasonal,0,1,0.3916788614190059,0.0040828947368421,0.0030565789473684,1203376.79,27,9163,124.82894736842104,860.8332894736842,0.2603140573976267,0.7396859426023733,0.1518,0.1085140573976267,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00044,On Running,Tier 1,Sportswear,Buyout,Mass,Men,Core Basic,Core,0,1,0.5076768138016883,0.0069526315789473,0.0084565789473684,716542.2,53,8042,130.57894736842104,748.2473684210527,0.229362228660585,0.770637771339415,0.11459999999999998,0.11476222866058503,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00045,On Running,Tier 1,Kids Apparel,Consignment,Premium,Kids,Core Basic,Seasonal,1,0,0.8203955634211912,0.0066921052631578,0.004428947368421,324481.12,57,8732,297.2763157894737,756.4964473684211,0.12568763965677973,0.8743123603432202,0.0339,0.09178763965677973,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00046,Nike,Tier 1,Performance Apparel,Consignment,Mass,Men,Fashion,Seasonal,0,1,0.8324824824824824,0.0012723684210526,0.0015131578947368,123601.28,10,7964,136.52631578947367,936.8201315789474,0.22835477854153646,0.7716452214584635,0.0441,0.18425477854153646,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00047,On Running,Tier 1,Running Shoes,Consignment,Premium,Unisex,Fashion,Seasonal,0,1,0.8265795651730122,0.001928947368421,0.0041342105263157,368740.4,14,8335,136.53947368421052,917.592105263158,0.2254299180912187,0.7745700819087813,0.0315,0.1939299180912187,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00048,Adidas,Tier 1,Sportswear,Consignment,Mass,Women,Core Basic,Seasonal,1,0,0.8249584398530377,0.0122907894736842,0.0103697368421052,229309.97,89,8471,293.5657894736842,611.3193421052631,0.1283501555282969,0.8716498444717031,0.0343,0.0940501555282969,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00049,Asics,Tier 3,Bags,Buyout,Premium,Unisex,Fashion,Seasonal,0,1,0.2435539016828736,0.0034421052631578,0.0014842105263157,1161132.0,23,8400,134.32894736842104,886.4473684210526,0.1927884626295591,0.8072115373704409,0.149,0.0437884626295591,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00050,Lululemon,Tier 1,Performance Apparel,Consignment,Mass,Unisex,Limited,Seasonal,0,1,0.8258648257658435,0.0129065789473684,0.0540236842105263,80245.9,99,8555,140.4078947368421,605.3680263157895,0.23318446953712968,0.7668155304628703,0.0139,0.21928446953712968,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00051,Salomon,Tier 3,Sportswear,Buyout,Entry,Men,Core Basic,Core,0,1,0.0961800567281835,0.0011644736842105,0.0001934210526315,254898.37,8,8311,148.30263157894737,948.9693421052632,0.18915312973792506,0.8108468702620749,0.1794,0.009753129737925054,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00052,Brand B,Tier 2,Kids Apparel,Own Brand,Entry,Women,Fashion,Seasonal,0,0,0.1929298486932599,0.00635,0.0017513157894736,477179.64,55,8946,139.35526315789474,775.5631578947368,0.24247177569753373,0.7575282243024662,0.2002,0.04227177569753374,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00053,Nike,Tier 1,Basketball Shoes,Consignment,Mass,Unisex,Clearance,Seasonal,1,0,0.8107717261730276,0.0127434210526315,0.018728947368421,248369.5,94,7925,125.98684210526316,623.1160526315789,0.23027938853283705,0.769720611467163,0.0486,0.18167938853283705,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00054,Adidas,Tier 1,Performance Apparel,Consignment,Premium,Women,Core Basic,Seasonal,1,0,0.8359650618957423,0.0026342105263157,0.0016894736842105,569354.7,24,8405,280.82894736842104,893.1973684210526,0.12804403350673527,0.8719559664932648,0.04889999999999999,0.07914403350673527,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00055,Adidas,Tier 1,Underwear,Consignment,Mass,Kids,Clearance,Seasonal,1,0,0.8425549403010901,0.0019973684210526,0.0079157894736842,62745.0,14,8366,137.30263157894737,929.5,0.22763178806696496,0.7723682119330351,0.0114,0.21623178806696497,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00056,New Balance,Tier 3,Underwear,Buyout,Entry,Women,Performance,Seasonal,0,1,0.2932613781178765,0.0088105263157894,0.0047026315789473,149512.5,63,7974,130.8684210526316,717.2819736842106,0.19591177126828802,0.8040882287317119,0.1369,0.05901177126828802,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00057,Brand A,Tier 2,Accessories,Own Brand,Mass,Kids,Core Basic,Seasonal,0,0,0.5031933415247283,0.0164473684210526,0.017578947368421,322505.28,117,8244,142.17105263157896,555.6977631578948,0.25587895362705265,0.7441210463729473,0.1271,0.12877895362705266,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00058,Skechers,Tier 3,Basketball Shoes,Consignment,Premium,Men,Fashion,Seasonal,0,1,0.8310394354410052,0.0031986842105263,0.0048894736842105,294030.6,29,7845,127.84210526315788,848.3421052631579,0.19783313594134305,0.802166864058657,0.0389,0.15893313594134306,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00059,Columbia,Tier 3,Outdoor Apparel,Buyout,Premium,Men,Fashion,Seasonal,0,1,0.549255646413829,0.0039907894736842,0.0056723684210526,900915.96,29,8282,133.85526315789474,852.8701315789473,0.19913541703118268,0.8008645829688174,0.0867,0.11243541703118268,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00060,Brand A,Tier 2,Outdoor Apparel,Own Brand,Mass,Women,Core Basic,Core,0,1,0.2964686706494871,0.0016723684210526,0.0007763157894736,721926.36,14,9676,123.36842105263158,912.3157894736842,0.2593854172676126,0.7406145827323873,0.1778,0.08158541726761259,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00061,Brooks Brothers,Tier 1,Kids Apparel,Consignment,Mass,Women,Core Basic,Core,0,1,0.8222270384492952,0.0044276315789473,0.0071026315789473,206405.68,35,8629,136.18421052631578,820.0701315789474,0.23669437859837403,0.7633056214016259,0.0425,0.19419437859837402,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00062,Salomon,Tier 3,Training Shoes,Consignment,Mass,Men,Performance,Seasonal,0,0,0.8107351048527519,0.0007934210526315,0.0006223684210526,314413.68,8,8652,127.92105263157896,963.0569736842106,0.20485241988905578,0.7951475801109442,0.04820000000000001,0.15665241988905576,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00063,Puma,Tier 3,Kids Apparel,Buyout,Mass,Women,Performance,Seasonal,0,1,0.4571282766353527,0.0129960526315789,0.0116434210526315,287111.22000000003,113,8591,139.75,594.2393421052632,0.1999783224489915,0.8000216775510085,0.1108,0.0891783224489915,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00064,Reebok Underwear,Tier 2,Training Shoes,Buyout,Premium,Women,Core Basic,Core,0,1,0.4116627870788797,0.0054197368421052,0.0045710526315789,1309907.86,38,7699,149.78947368421052,813.0075,0.19755927725004208,0.8024407227499579,0.1161,0.08145927725004208,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00065,Asics,Tier 3,Sportswear,Buyout,Mass,Kids,Clearance,Seasonal,1,0,0.5030071285738272,0.0037355263157894,0.0038881578947368,410888.27,26,8203,146.6315789473684,871.0482894736842,0.2018834505486063,0.7981165494513938,0.1036,0.0982834505486063,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00066,Hoka,Tier 1,Yoga Apparel,Buyout,Premium,Women,Fashion,Seasonal,0,1,0.6244813477552481,0.0032223684210526,0.0064263157894736,748792.8,21,8055,132.9078947368421,897.3421052631579,0.23240057026162678,0.7675994297383733,0.0881,0.1443005702616268,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00067,Cole Haan,Tier 2,Performance Apparel,Buyout,Luxury,Unisex,Performance,Seasonal,1,0,-0.0821736623622562,0.007825,-0.0006342105263157,2805897.36,75,10668,297.3684210526316,685.9543421052631,0.12795669016232053,0.8720433098376794,0.1395,-0.011543309837679483,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00068,Brand B,Tier 2,Yoga Apparel,Own Brand,Mass,Men,Performance,Seasonal,0,1,0.5464234896454128,0.0073973684210526,0.009253947368421,861326.7,56,9165,129.98684210526315,778.7736842105263,0.2561367795922748,0.7438632204077251,0.1204,0.13573677959227481,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00069,Under Armour,Tier 3,Bags,Consignment,Mass,Men,Fashion,Seasonal,1,0,0.8061262880672199,0.0057631578947368,0.0128684210526315,73129.14,42,8226,296.75,789.6122368421053,0.12594442842094702,0.874055571579053,0.015599999999999998,0.11034442842094702,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00070,Columbia,Tier 3,Bags,Consignment,Premium,Women,Fashion,Seasonal,0,1,0.8172525129454767,0.0027618421052631,0.0021144736842105,440265.58,17,7927,146.8684210526316,889.7894736842105,0.21463401438080829,0.7853659856191917,0.0434,0.1712340143808083,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00071,Cole Haan,Tier 2,Kids Apparel,Buyout,Premium,Women,Performance,Seasonal,0,1,0.5817018500451887,0.0113407894736842,0.0172578947368421,684230.4,104,10182,217.97368421052636,619.083947368421,0.15732978963254712,0.8426702103674528,0.067,0.09032978963254712,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00072,Brand B,Tier 2,Training Shoes,Own Brand,Premium,Unisex,Core Basic,Seasonal,1,0,-0.062570846702146,0.0048328947368421,-0.0002973684210526,1080883.62,37,9039,287.9736842105263,808.75,0.12814946801194027,0.8718505319880597,0.1295,-0.0013505319880597333,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00073,The North Face,Tier 3,Basketball Shoes,Consignment,Premium,Men,Limited,Seasonal,0,1,0.8331401078198367,0.000475,0.00075,266944.69,6,8191,149.05263157894737,970.9736842105264,0.19063181517817368,0.8093681848218264,0.0206,0.17003181517817367,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00074,Champion,Tier 3,Outdoor Apparel,Buyout,Premium,Unisex,Limited,Seasonal,0,1,0.5241903000104429,0.0074236842105263,0.0088565789473684,1244025.47,40,7801,134.77631578947367,775.0701315789474,0.20427369924778466,0.7957263007522153,0.1011,0.10317369924778466,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-01-01,SKU00075,Skechers,Tier 3,Training Shoes,Consignment,Mass,Unisex,Performance,Seasonal,0,1,0.8089985431290561,0.0026026315789473,0.0024605263157894,227735.4,18,8466,134.05263157894737,895.6973684210526,0.2069504327505111,0.7930495672494889,0.0475,0.15945043275051107,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-01-01,SKU00076,Asics,Tier 3,Yoga Apparel,Buyout,Mass,Unisex,Performance,Seasonal,0,1,0.2976003055099271,0.0144828947368421,0.0072736842105263,791635.39,112,7981,141.25,581.3388157894736,0.19949293580236485,0.8005070641976352,0.1383,0.061192935802364845,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-01-01,SKU00077,Lululemon,Tier 1,Kids Apparel,Buyout,Premium,Women,Core Basic,Core,0,1,0.1875412853892912,0.003503947368421,0.0008526315789473,1871942.28,26,8697,123.02631578947368,873.3947368421053,0.22988523065200478,0.7701147693479953,0.1718,0.05808523065200477,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-01-01,SKU00078,Champion,Tier 3,Accessories,Buyout,Mass,Men,Performance,Seasonal,0,1,0.1373771513888661,0.0034315789473684,0.0005565789473684,823848.96,31,8096,129.42105263157896,860.0605263157895,0.19484900328066182,0.8051509967193382,0.178,0.01684900328066183,Low Margin + Low Sell-through,Clearance / Eliminate,High
