snapshot_month,store_id,channel,store_format,brand,brand_tier,category,business_mode,inventory_risk_owner,avg_inventory_value,inventory_value,ending_inventory_units,sold_units,recognized_revenue,gross_profit,cogs,gmroi,inventory_turnover,sales_to_inventory_ratio,sell_through_rate,inventory_age_days,weeks_of_supply,stockout_rate,overstock_rate,clearance_rate,inventory_risk_flag
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Brooks Brothers,Tier 1,Performance Apparel,Buyout,Himaxx,16509.786666666667,52842.58,341,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.33333333333334,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Brooks Brothers,Tier 1,Running Shoes,Buyout,Himaxx,5555.6,5731.04,98,2,261.23,144.27,116.96,0.025968392252861978,0.021052631578947364,0.047021023831809346,0.02,184.0,196.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Brooks Brothers,Tier 1,Sportswear,Buyout,Himaxx,6122.7,6122.7,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Brooks Brothers,Tier 1,Sportswear,Consignment,Brand Partner,429.5,463.76,88,5,121.8,91.46,30.34,0.21294528521536668,0.07064027939464494,0.2835855646100116,0.053763440860215055,175.0,70.4,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Brooks Brothers,Tier 1,Training Shoes,Buyout,Himaxx,11057.82,11954.4,120,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Brooks Brothers,Tier 1,Underwear,Buyout,Himaxx,1526.775,3260.16,256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.5,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Brooks Brothers,Tier 1,Yoga Apparel,Buyout,Himaxx,2822.4,2822.4,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,999.0,0.0,1.0,1.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Brooks Brothers,Tier 1,Yoga Apparel,Consignment,Brand Partner,1584.3200000000002,3183.62,209,8,156.46,123.87,32.59,0.07818496263381135,0.02057033932538881,0.09875530195920015,0.03686635944700461,243.0,224.285,0.0,1.0,0.5,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Accessories,Buyout,Himaxx,5763.876666666667,18822.8,229,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.33333333333333,999.0,0.0,1.0,0.3333333333333333,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Bags,Buyout,Himaxx,2485.86,2772.69,87,1,58.28,26.41,31.87,0.010624089852204066,0.01282051282051282,0.023444602672716888,0.011363636363636364,232.0,348.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Bags,Consignment,Brand Partner,1271.78,1411.26,86,1,35.83,30.31,5.52,0.023832738366698643,0.004340373335010772,0.028173111701709413,0.011494252873563218,434.0,344.0,0.0,1.0,1.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Basketball Shoes,Buyout,Himaxx,10567.8,12931.65,93,1,302.07,163.02,139.05,0.015426105717367855,0.013157894736842108,0.02858400045420996,0.010638297872340425,88.0,372.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Kids Apparel,Buyout,Himaxx,14402.47,31161.68,292,4,164.46,-3.26,167.72,-0.00022635006356548564,0.011645224742700385,0.0114188746791349,0.013513513513513514,193.0,567.5,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Lifestyle Apparel,Buyout,Himaxx,6350.76,6673.68,124,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Lifestyle Apparel,Consignment,Brand Partner,1887.34,1918.28,124,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Outdoor Apparel,Buyout,Himaxx,11484.675,27001.59,150,5,1154.0900000000001,224.22,929.87,0.019523408368107936,0.08096615707453629,0.10048956544264424,0.03225806451612903,149.5,160.5,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Performance Apparel,Buyout,Himaxx,19113.6,19982.4,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Performance Apparel,Consignment,Brand Partner,5151.25,5674.3,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Running Shoes,Buyout,Himaxx,12303.2,13154.96,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Sportswear,Buyout,Himaxx,14396.64,15205.44,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,999.0,0.0,1.0,1.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Champion,Tier 3,Underwear,Buyout,Himaxx,1956.72,2051.4,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Cole Haan,Tier 2,Accessories,Buyout,Himaxx,1432.9,1669.64,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,999.0,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Cole Haan,Tier 2,Bags,Buyout,Himaxx,2793.21,6120.6,198,3,139.28,89.6,49.68,0.0320777886374458,0.01778598816415522,0.04986377680160103,0.014925373134328358,191.5,603.5,0.0,1.0,0.5,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Cole Haan,Tier 2,Bags,Consignment,Brand Partner,1719.3,1875.6,60,4,111.91,94.26,17.65,0.05482463793404293,0.010265805851218519,0.06509044378526144,0.0625,302.0,60.0,0.0,1.0,1.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Cole Haan,Tier 2,Basketball Shoes,Consignment,Brand Partner,5871.65,6445.16,118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,999.0,0.0,1.0,1.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Cole Haan,Tier 2,Kids Apparel,Buyout,Himaxx,5940.860000000001,18879.48,385,1,69.79,36.53,33.26,0.0061489413990567015,0.005598516039765285,0.011747457438821989,0.0025906735751295338,195.0,823.3333333333334,0.0,1.0,0.3333333333333333,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Cole Haan,Tier 2,Lifestyle Apparel,Buyout,Himaxx,8687.978,46893.97,575,3,521.72,325.3,196.42000000000002,0.03744254416850504,0.022608252461044448,0.060050796629549485,0.005190311418685121,215.0,792.6,0.0,1.0,0.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Cole Haan,Tier 2,Outdoor Apparel,Buyout,Himaxx,4331.32,5239.5,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,999.0,0.0,1.0,1.0,High Risk
2026-01-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,Cole Haan,Tier 2,Performance Apparel,Buyout,Himaxx,16362.054,88732.34,642,5,1295.85,380.87,914.98,0.023277639836661094,0.05592085199083196,0.07919849182749304,0.0077279752704791345,234.8,653.0,0.0,1.0,0.6,High Risk
