month,store_id,store_name,city,region,channel,store_format,traffic,member_uv,new_member_uv,returning_member_uv,assisted_visits,try_on_count,orders,buyers,gross_units,gmv,recognized_revenue,traffic_to_order_cvr,member_cvr,try_on_cvr,upt,aur
2026-01-01,S028,Himaxx Chongqing Warehouse 28,Chongqing,West China,Himaxx Warehouse Outlet,Warehouse Outlet,8811,4514,956,3558,4144,1485,204,203,323,53568.4,37519.55,0.023152877085461356,0.044971200708905625,0.13737373737373737,1.5833333333333333,165.84643962848298
2026-01-01,S029,Himaxx Suzhou Warehouse 29,Suzhou,East China,Himaxx Warehouse Outlet,Warehouse Outlet,8123,3825,886,2939,3509,1238,271,271,455,70527.31,50220.61,0.03336205835282531,0.07084967320261439,0.21890145395799676,1.6789667896678966,155.00507692307693
2026-01-01,S030,Himaxx Beijing Warehouse 30,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,7004,3192,659,2533,2927,1010,215,214,371,61837.13,46470.17,0.030696744717304398,0.06704260651629072,0.21287128712871287,1.7255813953488373,166.67690026954176
2026-01-01,S031,Himaxx Xi'an Warehouse 31,Xi'an,West China,Himaxx Warehouse Outlet,Warehouse Outlet,7284,3453,735,2718,3106,1197,203,202,332,50688.19,37108.06,0.027869302580999452,0.05849985519837822,0.1695906432748538,1.6354679802955665,152.67527108433737
2026-01-01,S032,Himaxx Wuhan Warehouse 32,Wuhan,Central China,Himaxx Warehouse Outlet,Mall Warehouse,8005,3901,807,3094,3802,1341,281,280,467,81911.31,57925.26,0.03510306058713304,0.07177646757241733,0.20954511558538405,1.6619217081850535,175.39895074946466
2026-01-01,S033,Himaxx Chongqing Warehouse 33,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,7593,3509,782,2727,3382,1210,224,223,352,61425.59,42769.1,0.029500856051626497,0.06355086919350242,0.18512396694214875,1.5714285714285714,174.50451704545455
2026-01-01,S034,Himaxx Shenzhen Warehouse 34,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,7514,3370,724,2646,3466,1243,385,385,635,108997.11,76735.8,0.05123768964599414,0.1142433234421365,0.30973451327433627,1.6493506493506493,171.64899212598425
2026-01-01,S035,Himaxx Chongqing Warehouse 35,Chongqing,West China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,8080,3930,746,3184,3356,1369,240,239,396,55360.93,38981.27,0.0297029702970297,0.06081424936386769,0.17531044558071585,1.65,139.80032828282827
2026-01-01,S036,Himaxx Nanjing Warehouse 36,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,7564,3649,798,2851,3382,1193,267,266,438,74900.04,54692.21,0.03529878371232152,0.07289668402302,0.22380553227158423,1.6404494382022472,171.00465753424655
2026-01-01,S037,Himaxx Shenzhen Warehouse 37,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,7234,3489,674,2815,3118,1082,201,200,336,56649.03,41477.49,0.027785457561515067,0.05732301519059903,0.18576709796672827,1.671641791044776,168.59830357142857
2026-01-01,S038,Himaxx Qingdao Warehouse 38,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,7617,3501,834,2667,3392,1308,334,331,548,97108.72,67946.56,0.043849284495208085,0.0945444158811768,0.25535168195718655,1.6407185628742516,177.20569343065694
2026-01-01,S039,Himaxx Shenzhen Warehouse 39,Shenzhen,South China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,8845,4486,1026,3460,4022,1561,316,316,508,72433.56,53542.45,0.0357263990955342,0.07044137316094516,0.20243433696348495,1.6075949367088607,142.58574803149605
2026-01-01,S040,Himaxx Xiamen Warehouse 40,Xiamen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,7900,3731,846,2885,3511,1377,413,410,655,111429.51,78169.44,0.05227848101265823,0.10989010989010989,0.2999273783587509,1.585956416464891,170.1213893129771
2026-01-01,S041,Himaxx Shanghai Warehouse 41,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,8207,3907,824,3083,3392,1313,144,144,211,35869.88,27899.489999999998,0.01754599731936152,0.03685692347069363,0.10967250571210967,1.4652777777777777,169.99943127962084
2026-01-01,S042,Himaxx Shanghai Warehouse 42,Shanghai,East China,Himaxx Warehouse Outlet,Community Warehouse,7644,3745,821,2924,3487,1222,353,350,583,92709.76000000001,65772.63,0.04618001046572475,0.09345794392523364,0.2888707037643208,1.651558073654391,159.02188679245285
2026-01-01,S043,Himaxx Hangzhou Warehouse 43,Hangzhou,East China,Himaxx Warehouse Outlet,Warehouse Outlet,8090,4030,875,3155,3324,1192,329,326,546,96587.19,71654.87,0.04066749072929542,0.08089330024813896,0.276006711409396,1.6595744680851063,176.8996153846154
2026-01-01,S044,Himaxx Changsha Warehouse 44,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,7795,3760,772,2988,3510,1241,326,324,540,91759.95999999999,66689.26,0.0418216805644644,0.08617021276595745,0.2626913779210314,1.656441717791411,169.92585185185183
2026-01-01,S045,Himaxx Beijing Warehouse 45,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,7399,3339,733,2606,3254,1256,317,317,491,86187.2,62563.759999999995,0.04284362751723206,0.09493860437256664,0.25238853503184716,1.5488958990536277,175.53401221995927
2026-01-01,S046,Himaxx Shanghai Warehouse 46,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7947,3663,834,2829,3376,1184,334,331,539,98139.67,77375.2,0.042028438404429345,0.09036309036309036,0.28209459459459457,1.6137724550898203,182.07730983302412
2026-01-01,S047,Himaxx Xiamen Warehouse 47,Xiamen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,7359,3615,812,2803,3374,1208,295,291,435,75737.08,51994.67,0.04008696833808941,0.08049792531120332,0.24420529801324503,1.4745762711864407,174.10822988505748
2026-01-01,S048,Himaxx Chongqing Warehouse 48,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,7309,3401,745,2656,3192,1190,256,256,400,68053.38,48771.74,0.0350253112600903,0.07527197882975595,0.21512605042016808,1.5625,170.13345
2026-01-01,S049,Himaxx Shenzhen Warehouse 49,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,7571,3784,730,3054,3239,1197,368,366,599,103462.81,74028.39,0.048606524897635714,0.096723044397463,0.30743525480367584,1.627717391304348,172.72589315525877
2026-01-01,S050,Himaxx Suzhou Warehouse 50,Suzhou,East China,Himaxx Warehouse Outlet,Community Warehouse,7458,3468,826,2642,3206,1188,184,181,280,48938.909999999996,36651.93,0.02467149369804237,0.052191464821222604,0.15488215488215487,1.5217391304347827,174.78182142857142
2026-01-01,S051,Himaxx Qingdao Warehouse 51,Qingdao,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7022,3354,757,2597,3039,1188,274,272,427,80887.16,57304.909999999996,0.03902022215892908,0.08109719737626714,0.23063973063973064,1.5583941605839415,189.43128805620609
2026-01-01,S052,Himaxx Shanghai Warehouse 52,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7560,3433,817,2616,3499,1239,220,219,361,63934.729999999996,42040.07,0.0291005291005291,0.06379260122341975,0.17756255044390637,1.6409090909090909,177.10451523545706
2026-01-01,S053,Himaxx Chongqing Warehouse 53,Chongqing,West China,Himaxx Warehouse Outlet,Warehouse Outlet,7301,3473,824,2649,3575,1258,371,368,570,99188.26,73877.42,0.05081495685522531,0.10596026490066225,0.294912559618442,1.536388140161725,174.01449122807017
2026-01-01,S054,Himaxx Tianjin Warehouse 54,Tianjin,North China,Himaxx Warehouse Outlet,Community Warehouse,8022,3893,848,3045,3307,1181,346,342,540,97242.36,72007.92,0.0431313886811269,0.08784998715643462,0.29297205757832345,1.560693641618497,180.07844444444444
2026-01-01,S055,Himaxx Xiamen Warehouse 55,Xiamen,South China,Himaxx Warehouse Outlet,Mall Warehouse,7429,3568,832,2736,3326,1323,360,355,570,96612.39,66440.57,0.04845874276484049,0.09949551569506726,0.272108843537415,1.5833333333333333,169.49542105263157
2026-01-01,S056,Himaxx Nanjing Warehouse 56,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,7899,3664,839,2825,3884,1402,344,341,576,103446.6,74965.38,0.0435498164324598,0.09306768558951965,0.24536376604850213,1.6744186046511629,179.59479166666668
2026-01-01,S057,Himaxx Shanghai Warehouse 57,Shanghai,East China,Himaxx Warehouse Outlet,Warehouse Outlet,7646,3660,837,2823,3566,1378,268,268,422,76799.4,55233.33,0.03505100706251635,0.073224043715847,0.19448476052249636,1.5746268656716418,181.98909952606633
2026-01-01,S058,Himaxx Xiamen Warehouse 58,Xiamen,South China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7699,3835,789,3046,3702,1447,198,197,325,62449.05,47101.16,0.025717625665670867,0.05136897001303781,0.13683483068417415,1.6414141414141414,192.15092307692308
2026-01-01,S059,Himaxx Suzhou Warehouse 59,Suzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,7139,3311,690,2621,3339,1382,141,141,231,41017.82,32253.54,0.01975066535929402,0.042585321655089096,0.1020260492040521,1.6382978723404256,177.56632034632034
2026-01-01,S060,Himaxx Xi'an Warehouse 60,Xi'an,West China,Himaxx Warehouse Outlet,Mall Warehouse,7635,3687,719,2968,3283,1200,328,327,512,91038.08,63889.6,0.04296005239030779,0.0886899918633035,0.2733333333333333,1.5609756097560976,177.80875
2026-01-01,S061,Himaxx Xiamen Warehouse 61,Xiamen,South China,Himaxx Warehouse Outlet,Community Warehouse,7509,3470,793,2677,2904,991,149,149,247,46202.86,33613.75,0.019842855240378213,0.042939481268011524,0.1503531786074672,1.657718120805369,187.05611336032388
2026-01-01,S062,Himaxx Xi'an Warehouse 62,Xi'an,West China,Himaxx Warehouse Outlet,Community Warehouse,8595,4286,951,3335,3729,1240,302,301,528,87276.23,58193.22,0.03513670738801629,0.07022865142323845,0.2435483870967742,1.7483443708609272,165.29589015151515
2026-01-01,S063,Himaxx Nanjing Warehouse 63,Nanjing,East China,Himaxx Warehouse Outlet,Mall Warehouse,7058,3526,773,2753,3027,1091,138,137,209,38579.229999999996,29280.16,0.019552281099461603,0.03885422575155984,0.12648945921173235,1.5144927536231885,184.58961722488036
2026-01-01,S064,Himaxx Guangzhou Warehouse 64,Guangzhou,South China,Himaxx Warehouse Outlet,Shopping Center Warehouse,8145,3794,858,2936,3544,1261,327,327,525,99304.65,75781.92,0.04014732965009208,0.08618871903004745,0.25931800158604285,1.6055045871559632,189.15171428571426
2026-01-01,S065,Himaxx Tianjin Warehouse 65,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7806,3612,834,2778,3534,1358,252,251,406,74006.55,53376.43,0.03228285933897002,0.0694905869324474,0.18556701030927836,1.6111111111111112,182.28214285714287
2026-01-01,S066,Himaxx Tianjin Warehouse 66,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,6914,3236,672,2564,3299,1274,183,183,271,46346.62,33013.020000000004,0.026468035869250797,0.056551297898640294,0.14364207221350078,1.4808743169398908,171.0207380073801
2026-01-01,S067,Himaxx Beijing Warehouse 67,Beijing,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7503,3510,787,2723,3628,1389,288,286,460,83381.27,63095.38,0.03838464614154338,0.08148148148148149,0.20734341252699784,1.5972222222222223,181.2636304347826
2026-01-01,S068,Himaxx Suzhou Warehouse 68,Suzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,8485,4014,823,3191,3944,1513,259,258,407,67884.57,47803.0,0.03052445492044785,0.06427503736920777,0.17118307997356247,1.5714285714285714,166.7925552825553
2026-01-01,S069,Himaxx Beijing Warehouse 69,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,7692,3835,914,2921,3558,1288,281,280,475,77661.65,53508.63,0.03653146125845034,0.07301173402868318,0.21816770186335405,1.690391459074733,163.49821052631577
2026-01-01,S070,Himaxx Changsha Warehouse 70,Changsha,Central China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7786,3701,804,2897,3270,1236,132,132,218,39535.38,23762.5,0.016953506293347034,0.0356660362064307,0.10679611650485436,1.6515151515151516,181.35495412844037
2026-01-01,S071,Himaxx Qingdao Warehouse 71,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,7299,3597,821,2776,3474,1301,260,259,421,73783.45999999999,54371.65,0.03562131798876558,0.07200444815123715,0.19984627209838585,1.6192307692307693,175.25762470308786
2026-01-01,S072,Himaxx Changsha Warehouse 72,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,8692,4169,952,3217,3911,1473,151,150,249,40769.08,29636.52,0.01737229636447308,0.035979851283281364,0.10251188051595383,1.6490066225165563,163.7312449799197
2026-01-01,S073,Himaxx Tianjin Warehouse 73,Tianjin,North China,Himaxx Warehouse Outlet,Mall Warehouse,7585,3572,866,2706,3311,1176,294,291,467,81619.32,61305.69,0.03876071193144364,0.0814669652855543,0.25,1.58843537414966,174.773704496788
2026-01-01,S074,Himaxx Tianjin Warehouse 74,Tianjin,North China,Himaxx Warehouse Outlet,Warehouse Outlet,7018,3246,702,2544,3117,1084,343,342,561,97392.98,72831.63,0.04887432316899402,0.10536044362292052,0.31642066420664205,1.6355685131195334,173.6060249554367
2026-01-01,S075,Himaxx Shenzhen Warehouse 75,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,7773,3606,806,2800,3574,1232,249,247,387,65452.0,49003.7,0.032033963720571206,0.0684969495285635,0.2021103896103896,1.5542168674698795,169.1266149870801
2026-01-01,S076,Himaxx Nanjing Warehouse 76,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,7426,3767,847,2920,3327,1273,187,186,311,51493.05,36646.64,0.025181793697818474,0.04937616140164587,0.14689709347996857,1.6631016042780749,165.57250803858523
2026-02-01,S001,Himaxx Beijing Warehouse 1,Beijing,North China,Himaxx Warehouse Outlet,Mall Warehouse,7026,3254,710,2544,3282,1221,351,347,579,103026.91,73860.81,0.04995730145175064,0.1066379840196681,0.28746928746928746,1.6495726495726495,177.93939550949915
2026-02-01,S002,Himaxx Nanjing Warehouse 2,Nanjing,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7802,3651,746,2905,3343,1190,222,222,362,64026.770000000004,45633.13,0.028454242501922584,0.06080525883319639,0.1865546218487395,1.6306306306306306,176.86953038674034
2026-02-01,S003,Himaxx Shenzhen Warehouse 3,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,7135,3187,668,2519,3307,1216,160,160,260,45498.72,34564.51,0.02242466713384723,0.050203953561342954,0.13157894736842105,1.625,174.99507692307694
2026-02-01,S004,Himaxx Xiamen Warehouse 4,Xiamen,South China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,6070,2981,708,2273,2767,1083,195,194,329,51106.92,38596.12,0.03212520593080725,0.06507883260650789,0.18005540166204986,1.6871794871794872,155.34018237082066
2026-02-01,S005,Himaxx Changsha Warehouse 5,Changsha,Central China,Himaxx Warehouse Outlet,Shopping Center Warehouse,6756,3117,652,2465,2965,1046,193,192,324,53222.79,38045.81,0.02856719952634695,0.061597690086621755,0.18451242829827916,1.6787564766839378,164.26787037037036
2026-02-01,S006,Himaxx Qingdao Warehouse 6,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,7301,3697,828,2869,3161,1195,203,203,316,55219.68,41008.44,0.027804410354745925,0.05490938598863944,0.1698744769874477,1.5566502463054188,174.74582278481012
2026-02-01,S007,Himaxx Wuhan Warehouse 7,Wuhan,Central China,Himaxx Warehouse Outlet,Mall Warehouse,7031,3355,745,2610,3186,1190,234,234,366,62792.26,47917.2,0.03328118333096288,0.06974664679582712,0.19663865546218487,1.564102564102564,171.5635519125683
2026-02-01,S008,Himaxx Changsha Warehouse 8,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,7103,3422,649,2773,3010,1044,337,331,500,86502.0,65201.74,0.04744474165845417,0.0967270601987142,0.3227969348659004,1.4836795252225519,173.004
2026-02-01,S009,Himaxx Changsha Warehouse 9,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,6965,3198,682,2516,3175,1204,291,289,440,77506.58,57659.43,0.041780330222541275,0.09036898061288305,0.24169435215946844,1.5120274914089347,176.1513181818182
2026-02-01,S010,Himaxx Changsha Warehouse 10,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,7299,3458,810,2648,3108,1205,255,253,408,68102.48,50629.09,0.034936292642827785,0.07316367842683633,0.21161825726141079,1.6,166.9178431372549
2026-02-01,S011,Himaxx Chengdu Warehouse 11,Chengdu,West China,Himaxx Warehouse Outlet,Community Warehouse,7294,3471,802,2669,3362,1169,216,215,359,65489.2,46934.02,0.029613380860981628,0.061941803514837225,0.1847733105218135,1.662037037037037,182.42116991643454
2026-02-01,S012,Himaxx Beijing Warehouse 12,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,7487,3537,778,2759,3461,1352,349,346,566,94067.46,68804.59,0.04661413116067851,0.0978230138535482,0.2581360946745562,1.6217765042979944,166.196925795053
2026-02-01,S013,Himaxx Shenzhen Warehouse 13,Shenzhen,South China,Himaxx Warehouse Outlet,Community Warehouse,8140,3980,813,3167,3631,1307,309,306,471,86701.76,64615.45,0.03796068796068796,0.07688442211055277,0.2364192807957154,1.5242718446601942,184.08016985138002
2026-02-01,S014,Himaxx Tianjin Warehouse 14,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7038,3507,807,2700,3115,1104,201,201,316,56343.99,41662.21,0.02855924978687127,0.05731394354148845,0.18206521739130435,1.572139303482587,178.3037658227848
2026-02-01,S015,Himaxx Hangzhou Warehouse 15,Hangzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,7085,3452,760,2692,3072,1313,196,193,333,60178.78,45333.49,0.02766407904022583,0.05590961761297798,0.14927646610814926,1.6989795918367347,180.71705705705705
2026-02-01,S016,Himaxx Chengdu Warehouse 16,Chengdu,West China,Himaxx Warehouse Outlet,Shopping Center Warehouse,6739,3012,629,2383,3190,1095,351,350,595,108007.66,76907.84,0.0520848790621754,0.11620185922974767,0.32054794520547947,1.6951566951566952,181.52547899159666
2026-02-01,S017,Himaxx Hangzhou Warehouse 17,Hangzhou,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,6867,3396,747,2649,3139,1162,216,216,330,56244.41,37822.99,0.03145478374836173,0.0636042402826855,0.18588640275387264,1.5277777777777777,170.43760606060607
2026-02-01,S018,Himaxx Xi'an Warehouse 18,Xi'an,West China,Himaxx Warehouse Outlet,Mall Warehouse,7304,3492,773,2719,3155,1106,300,298,473,79968.93,61032.42,0.04107338444687842,0.08533791523482245,0.27124773960216997,1.5766666666666667,169.06750528541224
2026-02-01,S019,Himaxx Qingdao Warehouse 19,Qingdao,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,7193,3370,754,2616,3000,1068,195,195,332,53791.61,38369.22,0.02710968997636591,0.057863501483679525,0.18258426966292135,1.7025641025641025,162.022921686747
2026-02-01,S020,Himaxx Shanghai Warehouse 20,Shanghai,East China,Himaxx Warehouse Outlet,Warehouse Outlet,6593,3088,687,2401,3062,1202,335,333,546,95881.64,64230.73,0.0508114667071136,0.10783678756476683,0.27870216306156403,1.6298507462686567,175.60739926739927
2026-02-01,S021,Himaxx Changsha Warehouse 21,Changsha,Central China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,6570,2987,672,2315,2914,1039,275,272,433,58929.88,44161.25,0.04185692541856925,0.09106126548376298,0.2646775745909528,1.5745454545454545,136.0967205542725
2026-02-01,S022,Himaxx Xiamen Warehouse 22,Xiamen,South China,Himaxx Warehouse Outlet,Mall Warehouse,7275,3602,727,2875,3068,1187,199,198,313,48441.29,33255.35,0.027353951890034364,0.054969461410327596,0.16764953664700927,1.5728643216080402,154.76450479233227
2026-02-01,S023,Himaxx Changsha Warehouse 23,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,7750,3689,888,2801,3281,1229,269,268,402,70474.44,48509.64,0.03470967741935484,0.07264841420439143,0.21887713588283156,1.4944237918215613,175.30955223880596
