month,store_id,store_name,city,region,channel,store_format,recognized_revenue,target_recognized_revenue,revenue_achievement_rate,gross_profit,target_gross_profit,gross_profit_achievement_rate,gross_margin_pct,target_gross_margin_pct,gross_margin_gap,store_cm,target_store_cm,store_cm_achievement_rate,traffic,target_traffic,traffic_achievement_rate,traffic_to_order_cvr,target_order_cvr,cvr_gap,upt,target_upt,upt_gap,aur,target_aur,aur_gap,achievement_flag
2026-01-01,S011,Himaxx Chengdu Warehouse 11,Chengdu,West China,Himaxx Warehouse Outlet,Community Warehouse,46488.36,42275.37,1.0996558989312215,19489.42,16513.1,1.1802399307216696,0.4192,0.3906,0.028600000000000014,-39844.78,3144.08,-12.672953614411847,8019,6818,1.1761513640363743,0.024691358024691357,0.025,-0.00030864197530864473,1.7272727272727273,1.7968,-0.06952727272727266,173.52912280701753,191.04,-17.510877192982463,Exceed Target
2026-01-01,S012,Himaxx Beijing Warehouse 12,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,82223.06,82806.5,0.9929541763025849,31430.66,31883.36,0.985801370997285,0.3823,0.385,-0.0027000000000000357,-15855.54,10465.03,-1.5150974244698774,7631,8886,0.8587665991447221,0.053728213864500066,0.0595,-0.005771786135499932,1.6560975609756097,1.7937,-0.1376024390243904,165.57911634756996,164.77,0.8091163475699545,On Track
2026-01-01,S013,Himaxx Shenzhen Warehouse 13,Shenzhen,South China,Himaxx Warehouse Outlet,Community Warehouse,78552.77,94685.99,0.8296134412282112,31851.02,35750.71,0.8909199285832365,0.4055,0.3776,0.027900000000000036,-5210.02,15157.49,-0.34372577517781644,7524,7241,1.0390829995856925,0.04758107389686337,0.0512,-0.0036189261031366327,1.589385474860335,1.7648,-0.17541452513966482,179.4185588752197,178.54,0.87855887521971,Behind Target
2026-01-01,S014,Himaxx Tianjin Warehouse 14,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,56393.21,58286.53,0.9675170232298955,22044.04,23233.96,0.9487853125338944,0.3909,0.3986,-0.007699999999999985,-43036.95,4337.3,-9.922520923154957,7633,8002,0.953886528367908,0.032883532031966464,0.0309,0.001983532031966464,1.7091633466135459,1.8836,-0.1744366533864541,178.30440559440558,182.66,-4.355594405594417,On Track
2026-01-01,S015,Himaxx Hangzhou Warehouse 15,Hangzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,52698.59,55755.42,0.9451742987497896,19806.41,20092.2,0.9857760723066662,0.3758,0.3604,0.015400000000000025,-6802.36,7194.18,-0.9455365309180476,7780,7518,1.034849694067571,0.032133676092544985,0.0294,0.0027336760925449864,1.564,1.6607,-0.09670000000000001,183.2955242966752,194.8,-11.5044757033248,On Track
2026-01-01,S016,Himaxx Chengdu Warehouse 16,Chengdu,West China,Himaxx Warehouse Outlet,Shopping Center Warehouse,79754.73,81695.6,0.9762426617834986,30071.6,33247.28,0.9044830133472572,0.3771,0.407,-0.029899999999999982,10577.36,9757.83,1.083986911024275,7399,8069,0.916966166811253,0.05257467225300716,0.0566,-0.004025327746992838,1.5681233933161953,1.5475,0.020623393316195227,173.54744262295083,169.69,3.8574426229508276,On Track
2026-01-01,S017,Himaxx Hangzhou Warehouse 17,Hangzhou,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,44866.11,51958.49,0.8634991124645848,20384.37,22655.41,0.899757276518059,0.4543,0.436,0.018299999999999983,-4530.54,5132.32,-0.8827469838201827,7909,7710,1.025810635538262,0.030092299911493234,0.0321,-0.002007700088506762,1.5210084033613445,1.6495,-0.1284915966386555,177.9532044198895,182.49,-4.536795580110521,On Track
2026-01-01,S018,Himaxx Xi'an Warehouse 18,Xi'an,West China,Himaxx Warehouse Outlet,Mall Warehouse,67543.94,78898.41,0.8560874674153763,25872.69,28902.92,0.8951583438628347,0.383,0.3663,0.016699999999999993,1937.93,7160.49,0.2706420929293945,7921,9023,0.877867671506151,0.042292639818204775,0.0409,0.0013926398182047758,1.6388059701492537,1.5186,0.12020597014925372,166.79803278688524,177.99,-11.191967213114765,Behind Target
2026-01-01,S019,Himaxx Qingdao Warehouse 19,Qingdao,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,50596.16,49998.89,1.0119456651937673,19738.37,19680.37,1.0029470990636864,0.3901,0.3936,-0.003500000000000003,-50950.51,6874.03,-7.412029042643108,7510,7062,1.063438119512886,0.031424766977363516,0.0323,-0.000875233022636486,1.61864406779661,1.7186,-0.09995593220338983,176.82345549738218,188.01,-11.186544502617807,On Track
2026-01-01,S020,Himaxx Shanghai Warehouse 20,Shanghai,East China,Himaxx Warehouse Outlet,Warehouse Outlet,70246.12,75822.53,0.9264544456641053,29621.32,33458.33,0.8853197395088158,0.4217,0.4413,-0.019600000000000006,10054.57,13653.66,0.73640108220067,7852,9276,0.8464855541181544,0.043173713703515026,0.0417,0.0014737137035150255,1.607669616519174,1.5627,0.04496961651917397,176.7451376146789,172.3,4.445137614678885,Behind Target
2026-01-01,S021,Himaxx Changsha Warehouse 21,Changsha,Central China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,51620.54,63508.57,0.8128121921183236,14172.68,16337.36,0.8675012364298761,0.2746,0.2572,0.017400000000000027,-21492.51,6192.49,-3.470737942249402,7257,7404,0.9801458670988655,0.04023701253961692,0.0461,-0.005862987460383079,1.6952054794520548,1.8065,-0.1112945205479452,139.27739393939393,145.1,-5.822606060606063,Behind Target
2026-01-01,S022,Himaxx Xiamen Warehouse 22,Xiamen,South China,Himaxx Warehouse Outlet,Mall Warehouse,39351.15,34294.35,1.1474528603108094,16332.24,14038.78,1.16336604747706,0.415,0.4094,0.005599999999999994,-50251.51,2354.59,-21.341936388076054,8170,8304,0.9838631984585742,0.026682986536107713,0.0291,-0.0024170134638922883,1.5458715596330275,1.4846,0.06127155963302755,168.37614243323443,165.64,2.7361424332344484,Exceed Target
2026-01-01,S023,Himaxx Changsha Warehouse 23,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,68859.28,70975.65,0.9701817454295946,28045.96,27139.75,1.0333905065448281,0.4073,0.3824,0.024899999999999978,-28622.08,5430.97,-5.270159842532734,7017,7412,0.946708041014571,0.042325780247969215,0.0386,0.0037257802479692126,1.6734006734006734,1.6661,0.00730067340067353,185.1092555331992,193.09,-7.9807444668008145,On Track
2026-01-01,S024,Himaxx Chongqing Warehouse 24,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,36106.36,31426.02,1.1489319996614271,14692.28,13581.03,1.0818236908393546,0.4069,0.4322,-0.02529999999999999,-37651.3,1637.07,-22.999199789868488,7511,6552,1.1463675213675213,0.021035814139262414,0.025,-0.003964185860737587,1.6139240506329113,1.5589,0.05502405063291138,182.15313725490196,175.93,6.223137254901957,Exceed Target
2026-01-01,S025,Himaxx Hangzhou Warehouse 25,Hangzhou,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,63982.52,59917.1,1.067850747115598,24895.94,24406.36,1.0200595254679516,0.3891,0.4073,-0.018199999999999994,-15060.08,5008.61,-3.0068382245772782,8206,7690,1.0671001300390117,0.03485254691689008,0.0391,-0.00424745308310992,1.6258741258741258,1.6434,-0.01752587412587414,186.61178494623655,207.14,-20.528215053763432,Exceed Target
2026-01-01,S026,Himaxx Beijing Warehouse 26,Beijing,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,81482.72,81194.31,1.0035520961998445,34017.4,35555.54,0.9567397935736597,0.4175,0.4379,-0.02040000000000003,5773.86,14750.88,0.39142478279261983,7669,9182,0.8352210847309954,0.049550136914852,0.0485,0.0010501369148519998,1.6342105263157896,1.6975,-0.06328947368421045,176.40826086956523,190.0,-13.591739130434775,On Track
2026-01-01,S027,Himaxx Chengdu Warehouse 27,Chengdu,West China,Himaxx Warehouse Outlet,Shopping Center Warehouse,24284.82,21653.68,1.1215100620310265,10062.77,8653.47,1.1628595234050618,0.4144,0.3996,0.01479999999999998,-42835.0,1962.54,-21.826306724958474,7454,7518,0.991487097632349,0.017306144352025758,0.025,-0.007693855647974243,1.550387596899225,1.4283,0.12208759689922499,176.21285,181.79,-5.577149999999989,Exceed Target
2026-01-01,S028,Himaxx Chongqing Warehouse 28,Chongqing,West China,Himaxx Warehouse Outlet,Warehouse Outlet,37519.55,41938.52,0.8946321901678935,12647.86,15222.4,0.8308716102585664,0.3371,0.363,-0.02589999999999998,-45892.79,2943.55,-15.590966689881265,8811,8857,0.9948063678446426,0.023152877085461356,0.0251,-0.0019471229145386452,1.5833333333333333,1.6625,-0.07916666666666683,165.84643962848298,159.39,6.456439628482997,Behind Target
2026-01-01,S029,Himaxx Suzhou Warehouse 29,Suzhou,East China,Himaxx Warehouse Outlet,Warehouse Outlet,50220.61,47681.92,1.0532421932673852,20651.31,21498.19,0.9606069162101555,0.4112,0.4509,-0.03970000000000001,-31243.19,5475.47,-5.706028888844245,8123,7963,1.0200929298003265,0.03336205835282531,0.0356,-0.002237941647174689,1.6789667896678966,1.8792,-0.2002332103321034,155.00507692307693,166.92,-11.91492307692306,On Track
2026-01-01,S030,Himaxx Beijing Warehouse 30,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,46470.17,50458.54,0.9209574831138594,17238.79,19432.83,0.8870962181010177,0.371,0.3851,-0.014100000000000001,-34618.71,5676.23,-6.098891341612303,7004,7300,0.9594520547945206,0.030696744717304398,0.0308,-0.00010325528269560305,1.7255813953488373,1.6881,0.03748139534883732,166.67690026954176,173.77,-7.093099730458249,On Track
2026-01-01,S031,Himaxx Xi'an Warehouse 31,Xi'an,West China,Himaxx Warehouse Outlet,Warehouse Outlet,37108.06,38641.34,0.9603202166384499,13905.66,14162.19,0.981886276063236,0.3747,0.3665,0.008199999999999985,-27068.18,2883.96,-9.385768179863799,7284,7077,1.0292496820686732,0.027869302580999452,0.0311,-0.003230697419000547,1.6354679802955665,1.7176,-0.08213201970443351,152.67527108433737,160.67,-7.99472891566262,On Track
2026-01-01,S032,Himaxx Wuhan Warehouse 32,Wuhan,Central China,Himaxx Warehouse Outlet,Mall Warehouse,57925.26,64337.45,0.9003350303749994,23429.76,26164.43,0.8954813844597417,0.4045,0.4067,-0.0021999999999999797,-20589.22,9695.08,-2.1236771640873515,8005,9004,0.8890493114171479,0.03510306058713304,0.0339,0.0012030605871330424,1.6619217081850535,1.8328,-0.17087829181494651,175.39895074946466,194.77,-19.37104925053535,Behind Target
2026-01-01,S033,Himaxx Chongqing Warehouse 33,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,42769.1,39474.98,1.0834483006704498,17908.72,16343.18,1.0957916390812559,0.4187,0.414,0.0047000000000000375,-31244.35,2078.63,-15.031222487888655,7593,7339,1.0346096198392152,0.029500856051626497,0.0323,-0.002799143948373505,1.5714285714285714,1.6207,-0.04927142857142863,174.50451704545455,187.56,-13.055482954545454,Exceed Target
2026-01-01,S034,Himaxx Shenzhen Warehouse 34,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,76735.8,87015.67,0.8818618531581726,31236.67,35816.74,0.8721248779202128,0.4071,0.4116,-0.004500000000000004,747.57,11814.53,0.06327547519875949,7514,8653,0.8683693516699411,0.05123768964599414,0.0479,0.003337689645994145,1.6493506493506493,1.6245,0.02485064935064929,171.64899212598425,190.65,-19.001007874015755,Behind Target
2026-01-01,S035,Himaxx Chongqing Warehouse 35,Chongqing,West China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,38981.27,41354.61,0.9426100258229977,10911.98,11127.28,0.9806511564371525,0.2799,0.2691,0.010799999999999976,-38040.15,1342.28,-28.339951425931996,8080,8831,0.9149586683274827,0.0297029702970297,0.0317,-0.0019970297029702974,1.65,1.8371,-0.18710000000000004,139.80032828282827,133.18,6.620328282828268,On Track
2026-01-01,S036,Himaxx Nanjing Warehouse 36,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,54692.21,55298.32,0.9890392691857547,21182.81,22673.7,0.9342458443041939,0.3873,0.41,-0.022699999999999998,-3135.86,6514.12,-0.481394263538283,7564,8039,0.9409130488866775,0.03529878371232152,0.0344,0.0008987837123215214,1.6404494382022472,1.7203,-0.07985056179775274,171.00465753424655,186.72,-15.715342465753452,On Track
2026-01-01,S037,Himaxx Shenzhen Warehouse 37,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,41477.49,46015.13,0.9013880869183679,16596.53,18000.35,0.9220115164427358,0.4001,0.3912,0.008900000000000019,-17240.68,2861.95,-6.02410244763186,7234,7090,1.0203102961918196,0.027785457561515067,0.031,-0.003214542438484933,1.671641791044776,1.5627,0.10894179104477608,168.59830357142857,166.34,2.25830357142857,On Track
2026-01-01,S038,Himaxx Qingdao Warehouse 38,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,67946.56,78453.37,0.8660757339041013,26144.55,30554.94,0.8556570557821419,0.3848,0.3895,-0.0047000000000000375,-18042.24,7321.16,-2.464396352490589,7617,8481,0.8981252210824195,0.043849284495208085,0.0402,0.0036492844952080855,1.6407185628742516,1.663,-0.022281437125748482,177.20569343065694,163.84,13.365693430656933,Behind Target
2026-01-01,S039,Himaxx Shenzhen Warehouse 39,Shenzhen,South China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,53542.45,62308.27,0.8593153043729187,14029.12,17653.11,0.7947109602783873,0.262,0.2833,-0.021299999999999986,-34420.21,3634.5,-9.470411335809603,8845,8696,1.017134314627415,0.0357263990955342,0.0351,0.0006263990955341983,1.6075949367088607,1.5085,0.09909493670886071,142.58574803149605,155.65,-13.064251968503953,Behind Target
2026-01-01,S040,Himaxx Xiamen Warehouse 40,Xiamen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,78169.44,83549.75,0.935603517664625,30571.37,32567.39,0.9387110849226787,0.3911,0.3898,0.0013000000000000234,12693.75,9139.68,1.3888615356336327,7900,8728,0.9051329055912007,0.05227848101265823,0.0484,0.0038784810126582317,1.585956416464891,1.6612,-0.07524358353510907,170.1213893129771,157.42,12.701389312977113,On Track
2026-01-01,S041,Himaxx Shanghai Warehouse 41,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,27899.49,29653.44,0.9408517190585647,10271.06,10692.81,0.960557608336817,0.3681,0.3606,0.007500000000000007,-39561.61,1231.32,-32.12943020498327,8207,6947,1.1813732546422917,0.01754599731936152,0.025,-0.007454002680638481,1.4652777777777777,1.4117,0.053577777777777724,169.99943127962084,163.58,6.419431279620824,On Track
2026-01-01,S042,Himaxx Shanghai Warehouse 42,Shanghai,East China,Himaxx Warehouse Outlet,Community Warehouse,65772.63,76592.09,0.8587391987867156,24442.78,26916.88,0.9080837006369237,0.3716,0.3514,0.020199999999999996,-2854.06,8770.7,-0.32540846226640974,7644,8688,0.8798342541436464,0.04618001046572475,0.0514,-0.00521998953427525,1.651558073654391,1.722,-0.07044192634560908,159.02188679245285,177.62,-18.598113207547158,Behind Target
2026-01-01,S043,Himaxx Hangzhou Warehouse 43,Hangzhou,East China,Himaxx Warehouse Outlet,Warehouse Outlet,71654.87,78215.56,0.9161203985498537,29650.21,30299.06,0.9785851442255964,0.4138,0.3874,0.02639999999999998,-16354.01,10971.21,-1.4906295659275506,8090,9164,0.8828022697512004,0.04066749072929542,0.0429,-0.0022325092707045774,1.6595744680851063,1.8522,-0.19262553191489373,176.8996153846154,165.79,11.10961538461541,On Track
2026-01-01,S044,Himaxx Changsha Warehouse 44,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,66689.26,71769.16,0.9292189012662262,25706.8,27052.94,0.9502405283861939,0.3855,0.3769,0.008599999999999997,-9231.14,14692.35,-0.6282956776826035,7795,8292,0.9400627110467921,0.0418216805644644,0.0461,-0.004278319435535603,1.656441717791411,1.682,-0.02555828220858891,169.92585185185183,157.59,12.335851851851828,On Track
2026-01-01,S045,Himaxx Beijing Warehouse 45,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,62563.76,62694.06,0.9979216531837307,24495.74,23573.55,1.0391196913489908,0.3915,0.376,0.015500000000000014,-25741.65,7353.4,-3.5006459596921156,7399,7420,0.9971698113207547,0.04284362751723206,0.0394,0.0034436275172320605,1.5488958990536277,1.6195,-0.07060410094637226,175.53401221995927,175.85,-0.3159877800407287,On Track
2026-01-01,S046,Himaxx Shanghai Warehouse 46,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,77375.2,96423.2,0.8024541811514241,30327.82,40398.48,0.7507168586540879,0.392,0.419,-0.02699999999999997,-12086.81,10704.38,-1.1291461999667427,7947,8640,0.9197916666666667,0.042028438404429345,0.0473,-0.005271561595570656,1.6137724550898203,1.6328,-0.019027544910179772,182.07730983302412,175.51,6.567309833024126,Behind Target
2026-01-01,S047,Himaxx Xiamen Warehouse 47,Xiamen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,51994.67,51311.52,1.0133137743726945,20420.96,21607.95,0.9450669776633137,0.3928,0.4211,-0.028299999999999992,-32155.06,3557.94,-9.0375498181532,7359,7058,1.0426466421082459,0.04008696833808941,0.0395,0.0005869683380894108,1.4745762711864407,1.562,-0.08742372881355931,174.10822988505748,172.5,1.608229885057483,On Track
2026-01-01,S048,Himaxx Chongqing Warehouse 48,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,48771.74,49211.81,0.9910576343361481,19288.31,18758.07,1.0282673004205658,0.3955,0.3812,0.014300000000000035,-21198.88,7863.88,-2.6957278086644254,7309,7168,1.0196707589285714,0.0350253112600903,0.0328,0.002225311260090297,1.5625,1.6632,-0.10070000000000001,170.13345,187.03,-16.89654999999999,On Track
2026-01-01,S049,Himaxx Shenzhen Warehouse 49,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,74028.39,85394.47,0.8668991095090818,29229.45,37433.99,0.7808264627949092,0.3948,0.4384,-0.04360000000000003,6896.93,17626.19,0.3912887583760303,7571,9001,0.8411287634707255,0.048606524897635714,0.0555,-0.006893475102364287,1.627717391304348,1.762,-0.13428260869565212,172.72589315525877,164.22,8.505893155258775,Behind Target
2026-01-01,S050,Himaxx Suzhou Warehouse 50,Suzhou,East China,Himaxx Warehouse Outlet,Community Warehouse,36651.93,39637.35,0.9246816449636518,14250.64,16927.45,0.8418657269700988,0.3888,0.4271,-0.0383,-37599.87,3552.6,-10.583761188988348,7458,8054,0.9259995033523715,0.02467149369804237,0.0254,-0.0007285063019576293,1.5217391304347827,1.6456,-0.12386086956521725,174.78182142857142,183.59,-8.808178571428584,On Track
2026-01-01,S051,Himaxx Qingdao Warehouse 51,Qingdao,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,57304.91,52693.75,1.08750867038311,24255.76,21829.0,1.1111713775253103,0.4233,0.4143,0.009000000000000008,-26688.77,6207.1,-4.29971645373846,7022,7441,0.9436903641983604,0.03902022215892908,0.0421,-0.00307977784107092,1.5583941605839415,1.6566,-0.09820583941605854,189.43128805620609,204.18,-14.748711943793921,Exceed Target
2026-01-01,S052,Himaxx Shanghai Warehouse 52,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,42040.07,43915.15,0.9573022066416714,19232.53,22116.56,0.8695986175065199,0.4575,0.5036,-0.04610000000000003,-32988.05,5990.34,-5.506874401119135,7560,6860,1.1020408163265305,0.0291005291005291,0.0271,0.0020005291005291,1.6409090909090909,1.8076,-0.16669090909090922,177.10451523545706,197.41,-20.30548476454294,On Track
2026-01-01,S053,Himaxx Chongqing Warehouse 53,Chongqing,West China,Himaxx Warehouse Outlet,Warehouse Outlet,73877.42,80991.18,0.9121662383484227,29268.18,29987.17,0.9760234126794893,0.3962,0.3703,0.02589999999999998,-1420.52,6940.95,-0.20465786383708282,7301,7352,0.9930631120783461,0.05081495685522531,0.0559,-0.00508504314477469,1.536388140161725,1.6669,-0.13051185983827507,174.01449122807017,183.5,-9.48550877192983,On Track
2026-01-01,S054,Himaxx Tianjin Warehouse 54,Tianjin,North China,Himaxx Warehouse Outlet,Community Warehouse,72007.92,80406.96,0.8955433708723721,30234.38,33744.11,0.8959898483024149,0.4199,0.4197,0.00019999999999997797,-6837.02,7912.17,-0.8641143959242534,8022,7774,1.0319012091587343,0.0431313886811269,0.0428,0.00033138868112689984,1.560693641618497,1.5524,0.008293641618497105,180.07844444444444,181.32,-1.24155555555555,On Track
2026-01-01,S055,Himaxx Xiamen Warehouse 55,Xiamen,South China,Himaxx Warehouse Outlet,Mall Warehouse,66440.57,69457.84,0.9565596914617559,26341.7,27987.76,0.9411864329263936,0.3965,0.4029,-0.006399999999999961,-722.98,7986.5,-0.09052526137857635,7429,7078,1.0495902797400396,0.04845874276484049,0.0486,-0.00014125723515950872,1.5833333333333333,1.7138,-0.13046666666666673,169.49542105263157,173.84,-4.344578947368433,On Track
2026-01-01,S056,Himaxx Nanjing Warehouse 56,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,74965.38,92116.08,0.8138142656526418,29626.51,37157.79,0.7973162558914294,0.3952,0.4034,-0.008199999999999985,5794.19,17459.69,0.3318609895135595,7899,9225,0.856260162601626,0.0435498164324598,0.0416,0.0019498164324598041,1.6744186046511629,1.7941,-0.11968139534883715,179.59479166666668,180.28,-0.6852083333333212,Behind Target
2026-01-01,S057,Himaxx Shanghai Warehouse 57,Shanghai,East China,Himaxx Warehouse Outlet,Warehouse Outlet,55233.33,59891.71,0.9222199533124034,20641.13,24596.67,0.8391839220512372,0.3737,0.4107,-0.03700000000000003,-9999.32,6313.33,-1.583842441310687,7646,7136,1.0714686098654709,0.03505100706251635,0.0394,-0.004348992937483649,1.5746268656716418,1.5005,0.07412686567164184,181.98909952606633,198.87,-16.88090047393368,On Track
2026-01-01,S058,Himaxx Xiamen Warehouse 58,Xiamen,South China,Himaxx Warehouse Outlet,Shopping Center Warehouse,47101.16,49459.19,0.9523237238620366,16593.82,17261.39,0.9613258260198049,0.3523,0.349,0.003300000000000025,-50140.4,3215.07,-15.595430270569537,7699,6705,1.1482475764354958,0.025717625665670867,0.0282,-0.002482374334329133,1.6414141414141414,1.6156,0.02581414141414151,192.15092307692308,212.41,-20.25907692307692,On Track
2026-01-01,S059,Himaxx Suzhou Warehouse 59,Suzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,32253.54,33497.39,0.9628672562250373,12581.27,12964.22,0.970461007295464,0.3901,0.387,0.0030999999999999917,-40137.76,1908.76,-21.028185837926195,7139,7064,1.0106172140430352,0.01975066535929402,0.025,-0.005249334640705983,1.6382978723404256,1.5771,0.06119787234042562,177.56632034632034,190.48,-12.913679653679651,On Track
