month,store_id,store_name,city,region,channel,store_format,profit_profile,store_size_sqm,staff_count,store_maturity,trade_area_type,gmv,msrp_gmv,transaction_gmv,gross_sales,net_sales,recognized_revenue,cogs,gross_profit,gross_margin_pct,rent_expense,payroll_expense,utilities_expense,local_marketing_expense,store_direct_costs,store_cm,store_cm_pct,market_contribution,ebitda_proxy,operating_profit,operating_margin,bep_revenue,rent_to_sales_ratio,payroll_to_sales_ratio,sales_per_sqm,sales_per_staff,gross_profit_per_staff,store_cm_per_staff,store_health_flag,rent_pressure_flag,payroll_pressure_flag,bep_gap
2026-01-01,S044,Himaxx Changsha Warehouse 44,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,High Profit,13027,52.0,Mature,Transport Hub,91759.96,461960.26,91759.96,91759.96,88168.37,66689.26,40982.46,25706.8,0.3855,10945.72,19137.98,2301.87,2552.38,34937.94,-9231.14,-0.1384,-20229.3,-27473.64,-27473.64,-0.412,90636.94,0.1641,0.287,5.119310662470253,1282.4857692307692,494.36153846153843,-177.52192307692306,Loss Making,Normal,High Payroll Pressure,-23947.680000000008
2026-01-01,S045,Himaxx Beijing Warehouse 45,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,13930,56.0,Mature,Suburban Mall,86187.2,438575.33,86187.2,86187.2,82285.36,62563.76,38068.02,24495.74,0.3915,18343.14,21634.48,4583.57,5676.19,50237.39,-25741.65,-0.4114,-39431.99,-51523.64,-51523.64,-0.8235,128309.66,0.2932,0.3458,4.491296482412061,1117.21,437.4239285714286,-459.6723214285715,Loss Making,High Rent Pressure,High Payroll Pressure,-65745.9
2026-01-01,S046,Himaxx Shanghai Warehouse 46,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,High Profit,11731,47.0,Mature,Transport Hub,98139.67,468951.14,98139.67,98139.67,95903.32,77375.2,47047.38,30327.82,0.392,16104.98,17743.63,2840.65,5725.37,42414.63,-12086.81,-0.1562,-24706.98,-31150.4,-31150.4,-0.4026,108212.22,0.2081,0.2293,6.595788935299633,1646.2808510638297,645.2727659574468,-257.16617021276596,Loss Making,High Rent Pressure,High Payroll Pressure,-30837.020000000004
2026-01-01,S047,Himaxx Xiamen Warehouse 47,Xiamen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,15013,60.0,Aging,Suburban Mall,75737.08,385509.17,75737.08,75737.08,71847.15,51994.67,31573.71,20420.96,0.3928,17155.68,25681.89,4975.84,4762.62,52576.02,-32155.06,-0.6184,-47329.4,-56266.46,-56266.46,-1.0822,133866.04,0.33,0.4939,3.463309798174915,866.5778333333333,340.34933333333333,-535.9176666666667,Loss Making,High Rent Pressure,High Payroll Pressure,-81871.37000000001
2026-01-01,S048,Himaxx Chongqing Warehouse 48,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,Stable,11072,44.0,Mature,Industrial Park,68053.38,344035.12,68053.38,68053.38,65267.98,48771.74,29483.43,19288.31,0.3955,11231.36,22689.42,2612.17,3954.24,40487.19,-21198.88,-0.4347,-34437.48,-41740.14,-41740.14,-0.8558,102374.49,0.2303,0.4652,4.404962066473988,1108.4486363636363,438.3706818181818,-481.7927272727273,Loss Making,High Rent Pressure,High Payroll Pressure,-53602.75000000001
2026-01-01,S049,Himaxx Shenzhen Warehouse 49,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,15170,61.0,Ramp-up,Industrial Park,103462.81,523920.51,103462.81,103462.81,100559.68,74028.39,44798.94,29229.45,0.3948,6434.74,12339.97,1635.47,1922.33,22332.52,6896.93,0.0932,20.39,-6245.94,-6245.94,-0.0844,56560.77,0.0869,0.1667,4.879920237310481,1213.5801639344263,479.1713114754098,113.0644262295082,Watch,Normal,Normal,17467.620000000003
2026-01-01,S050,Himaxx Suzhou Warehouse 50,Suzhou,East China,Himaxx Warehouse Outlet,Community Warehouse,At Risk,9897,40.0,Mature,Community,48938.91,242501.64,48938.91,48938.91,47757.84,36651.93,22401.29,14250.64,0.3888,20041.45,21600.16,4754.22,5454.69,51850.51,-37599.87,-1.0259,-53617.52,-62005.17,-62005.17,-1.6917,133356.92,0.5468,0.5893,3.7033373749621097,916.29825,356.26599999999996,-939.99675,Loss Making,High Rent Pressure,High Payroll Pressure,-96704.99000000002
2026-01-01,S051,Himaxx Qingdao Warehouse 51,Qingdao,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,15036,60.0,Mature,Community,80887.16,381871.33,80887.16,80887.16,77258.89,57304.91,33049.15,24255.76,0.4233,16363.05,23343.88,4768.85,6468.75,50944.53,-26688.77,-0.4657,-41798.58,-54382.8,-54382.8,-0.949,120357.87,0.2855,0.4074,3.8111805001330143,955.0818333333334,404.26266666666663,-444.81283333333334,Loss Making,High Rent Pressure,High Payroll Pressure,-63052.95999999999
2026-01-01,S052,Himaxx Shanghai Warehouse 52,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,12806,51.0,Mature,Suburban Mall,63934.73,303382.1,63934.73,63934.73,61690.87,42040.07,22807.54,19232.53,0.4575,17993.61,23305.95,5158.3,5762.73,52220.58,-32988.05,-0.7847,-48142.34,-56086.89,-56086.89,-1.3341,114148.11,0.428,0.5544,3.2828416367327815,824.3150980392156,377.108431372549,-646.8245098039216,Loss Making,High Rent Pressure,High Payroll Pressure,-72108.04000000001
2026-01-01,S053,Himaxx Chongqing Warehouse 53,Chongqing,West China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,18008,72.0,Aging,Transport Hub,99188.26,490435.51,99188.26,99188.26,94331.56,73877.42,44609.24,29268.18,0.3962,10923.41,14952.51,2553.4,2259.38,30688.7,-1420.52,-0.0192,-9305.07,-14224.61,-14224.61,-0.1925,77463.02,0.1479,0.2024,4.102477787649933,1026.0752777777777,406.5025,-19.729444444444443,Loss Making,Normal,High Payroll Pressure,-3585.600000000006
2026-01-01,S054,Himaxx Tianjin Warehouse 54,Tianjin,North China,Himaxx Warehouse Outlet,Community Warehouse,High Profit,11845,47.0,Ramp-up,Suburban Mall,97242.36,464907.31,97242.36,97242.36,95226.87,72007.92,41773.54,30234.38,0.4199,12885.05,18948.27,2301.3,2936.78,37071.4,-6837.02,-0.0949,-16397.36,-24288.05,-24288.05,-0.3373,88291.36,0.1789,0.2631,6.079182777543267,1532.083404255319,643.2846808510639,-145.4685106382979,Loss Making,Normal,High Payroll Pressure,-16283.440000000002
2026-01-01,S055,Himaxx Xiamen Warehouse 55,Xiamen,South China,Himaxx Warehouse Outlet,Mall Warehouse,High Profit,17922,72.0,New Store,Transport Hub,96612.39,493333.97,96612.39,96612.39,93600.31,66440.57,40098.87,26341.7,0.3965,9040.36,12665.71,2599.9,2758.71,27064.68,-722.98,-0.0109,-8399.84,-14784.02,-14784.02,-0.2225,68264.11,0.1361,0.1906,3.707207342930477,922.7856944444445,365.8569444444445,-10.04138888888889,Loss Making,Normal,High Payroll Pressure,-1823.5399999999936
2026-01-01,S056,Himaxx Nanjing Warehouse 56,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,21071,84.0,Mature,Industrial Park,103446.6,522463.0,103446.6,103446.6,97893.23,74965.38,45338.87,29626.51,0.3952,8713.47,11156.45,1919.22,2043.18,23832.32,5794.19,0.0773,-1466.95,-5018.59,-5018.59,-0.0669,60304.06,0.1162,0.1488,3.5577514118931233,892.445,352.6965476190476,68.97845238095238,Watch,Normal,Normal,14661.320000000007
2026-01-01,S057,Himaxx Shanghai Warehouse 57,Shanghai,East China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,18375,74.0,New Store,Community,76799.4,383984.5,76799.4,76799.4,73591.78,55233.33,34592.2,20641.13,0.3737,8322.76,16798.76,2782.9,2736.04,30640.45,-9999.32,-0.181,-20455.48,-25716.27,-25716.27,-0.4656,81990.38,0.1507,0.3041,3.005895510204082,746.3963513513514,278.9341891891892,-135.12594594594594,Loss Making,Normal,High Payroll Pressure,-26757.050000000003
2026-01-01,S058,Himaxx Xiamen Warehouse 58,Xiamen,South China,Himaxx Warehouse Outlet,Shopping Center Warehouse,At Risk,17686,71.0,Mature,Outlet Cluster,62449.05,302390.8,62449.05,62449.05,59951.4,47101.16,30507.34,16593.82,0.3523,24371.75,30641.69,5287.7,6433.08,66734.22,-50140.4,-1.0645,-68323.64,-80203.37,-80203.37,-1.7028,189423.48,0.5174,0.6506,2.6631889630215992,663.3966197183099,233.71577464788732,-706.2028169014085,Loss Making,High Rent Pressure,High Payroll Pressure,-142322.32
2026-01-01,S059,Himaxx Suzhou Warehouse 59,Suzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,Loss Making,13188,53.0,Mature,Suburban Mall,41017.82,206142.11,41017.82,41017.82,38781.55,32253.54,19672.27,12581.27,0.3901,18962.11,25201.64,4362.0,4193.28,52719.03,-40137.76,-1.2444,-56846.06,-67424.58,-67424.58,-2.0905,135151.33,0.5879,0.7814,2.445673339399454,608.557358490566,237.3824528301887,-757.3162264150944,Loss Making,High Rent Pressure,High Payroll Pressure,-102897.78999999998
2026-01-01,S060,Himaxx Xi'an Warehouse 60,Xi'an,West China,Himaxx Warehouse Outlet,Mall Warehouse,High Profit,14787,59.0,Mature,Outlet Cluster,91038.08,451132.85,91038.08,91038.08,86587.94,63889.6,37523.66,26365.94,0.4127,14702.97,16709.5,3177.28,4102.91,38692.65,-12326.71,-0.1929,-26204.54,-36187.75,-36187.75,-0.5664,93759.53,0.2301,0.2615,4.320660039223642,1082.8745762711865,446.8803389830508,-208.92728813559322,Loss Making,High Rent Pressure,High Payroll Pressure,-29869.93
2026-01-01,S061,Himaxx Xiamen Warehouse 61,Xiamen,South China,Himaxx Warehouse Outlet,Community Warehouse,Loss Making,12324,49.0,Ramp-up,Transport Hub,46202.86,226061.62,46202.86,46202.86,42955.5,33613.75,21307.77,12305.98,0.3661,11183.52,19757.1,3044.24,3458.31,37443.18,-25137.2,-0.7478,-37316.73,-47451.7,-47451.7,-1.4117,102275.93,0.3327,0.5878,2.7275032456994484,685.9948979591836,251.14244897959182,-513.0040816326531,Loss Making,High Rent Pressure,High Payroll Pressure,-68662.18
2026-01-01,S062,Himaxx Xi'an Warehouse 62,Xi'an,West China,Himaxx Warehouse Outlet,Community Warehouse,Stable,13907,56.0,Mature,Suburban Mall,87276.23,436087.25,87276.23,87276.23,83901.24,58193.22,33283.16,24910.06,0.4281,16746.22,24532.68,4430.52,6198.33,51907.75,-26997.69,-0.4639,-37078.36,-44885.78,-44885.78,-0.7713,121263.42,0.2878,0.4216,4.184455310275401,1039.1646428571428,444.82250000000005,-482.1016071428571,Loss Making,High Rent Pressure,High Payroll Pressure,-63070.2
2026-01-01,S063,Himaxx Nanjing Warehouse 63,Nanjing,East China,Himaxx Warehouse Outlet,Mall Warehouse,Loss Making,13719,55.0,New Store,Industrial Park,38579.23,193223.12,38579.23,38579.23,36114.51,29280.16,18085.71,11194.45,0.3823,16927.0,23790.85,3919.1,3469.91,48106.85,-36912.4,-1.2607,-52561.26,-62193.45,-62193.45,-2.1241,125828.08,0.5781,0.8125,2.13427800860121,532.3665454545454,203.53545454545457,-671.1345454545454,Loss Making,High Rent Pressure,High Payroll Pressure,-96547.92
2026-01-01,S064,Himaxx Guangzhou Warehouse 64,Guangzhou,South China,Himaxx Warehouse Outlet,Shopping Center Warehouse,High Profit,13727,55.0,Mature,Transport Hub,99304.65,482397.9,99304.65,99304.65,96530.18,75781.92,45780.65,30001.27,0.3959,12179.56,17791.92,2066.04,3112.94,35150.46,-5149.19,-0.0679,-14903.87,-22230.57,-22230.57,-0.2933,88788.56,0.1607,0.2348,5.520646900269542,1377.853090909091,545.4776363636364,-93.62163636363636,Loss Making,Normal,High Payroll Pressure,-13006.64
2026-01-01,S065,Himaxx Tianjin Warehouse 65,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,12345,49.0,Mature,Industrial Park,74006.55,366843.17,74006.55,74006.55,70019.72,53376.43,32574.0,20802.43,0.3897,15221.46,18001.73,4412.14,3949.13,41584.46,-20782.03,-0.3893,-31427.48,-40569.3,-40569.3,-0.7601,106700.53,0.2852,0.3373,4.3237286350749295,1089.3148979591838,424.53938775510204,-424.1230612244898,Loss Making,High Rent Pressure,High Payroll Pressure,-53324.1
2026-01-01,S066,Himaxx Tianjin Warehouse 66,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,At Risk,12376,50.0,Ramp-up,Industrial Park,46346.62,221660.12,46346.62,46346.62,44452.64,33013.02,18856.43,14156.59,0.4288,20669.79,28543.9,3077.35,5209.0,57500.04,-43343.45,-1.3129,-55775.12,-65082.65,-65082.65,-1.9714,134089.5,0.6261,0.8646,2.6675032320620553,660.2603999999999,283.1318,-866.8689999999999,Loss Making,High Rent Pressure,High Payroll Pressure,-101076.48000000001
2026-01-01,S067,Himaxx Beijing Warehouse 67,Beijing,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,10848,43.0,Aging,Suburban Mall,83381.27,394636.16,83381.27,83381.27,79849.32,63095.38,37246.86,25848.52,0.4097,10605.84,13853.36,3416.76,3608.32,31484.28,-5635.76,-0.0893,-15253.45,-22776.2,-22776.2,-0.361,76852.08,0.1681,0.2196,5.816314528023598,1467.334418604651,601.1283720930232,-131.06418604651162,Loss Making,Normal,High Payroll Pressure,-13756.700000000004
2026-01-01,S068,Himaxx Suzhou Warehouse 68,Suzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,Stable,15607,62.0,Mature,Suburban Mall,67884.57,345100.96,67884.57,67884.57,65308.07,47803.0,28570.71,19232.29,0.4023,9063.29,12820.48,2396.09,2796.24,27076.1,-7843.81,-0.1641,-17530.54,-24276.24,-24276.24,-0.5078,67299.26,0.1896,0.2682,3.0629204843980267,771.016129032258,310.1982258064516,-126.51306451612903,Loss Making,Normal,High Payroll Pressure,-19496.259999999995
2026-01-01,S069,Himaxx Beijing Warehouse 69,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,16532,66.0,Aging,Transport Hub,77661.65,403380.67,77661.65,77661.65,75193.31,53508.63,34476.41,19032.22,0.3557,13835.66,23110.16,3373.13,4668.51,44987.47,-25955.25,-0.4851,-38858.41,-48696.52,-48696.52,-0.9101,126481.18,0.2586,0.4319,3.2366700943624482,810.7368181818182,288.3669696969697,-393.2613636363636,Loss Making,High Rent Pressure,High Payroll Pressure,-72972.54999999999
2026-01-01,S070,Himaxx Changsha Warehouse 70,Changsha,Central China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Loss Making,13253,53.0,Mature,Industrial Park,39535.38,189963.09,39535.38,39535.38,37288.4,23762.5,13398.12,10364.38,0.4362,25757.44,34935.28,5131.64,7380.92,73205.28,-62840.9,-2.6445,-83812.89,-100051.46,-100051.46,-4.2105,167838.34,1.084,1.4702,1.7929902663547876,448.3490566037736,195.5543396226415,-1185.6773584905661,Loss Making,High Rent Pressure,High Payroll Pressure,-144075.84
2026-01-01,S071,Himaxx Qingdao Warehouse 71,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,20743,83.0,Mature,Community,73783.46,370026.39,73783.46,73783.46,72413.84,54371.65,32298.66,22072.99,0.406,16755.96,19585.06,3661.33,6117.86,46120.21,-24047.22,-0.4423,-37594.87,-48197.47,-48197.47,-0.8864,113606.36,0.3082,0.3602,2.6212047437689825,655.0801204819277,265.9396385542169,-289.72554216867474,Loss Making,High Rent Pressure,High Payroll Pressure,-59234.71
2026-01-01,S072,Himaxx Changsha Warehouse 72,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,At Risk,13415,54.0,Ramp-up,Industrial Park,40769.08,209281.53,40769.08,40769.08,39227.43,29636.52,19183.27,10453.25,0.3527,12262.71,17508.67,3387.31,5127.8,38286.49,-27833.24,-0.9392,-39667.69,-47463.02,-47463.02,-1.6015,108547.9,0.4138,0.5908,2.2092076034289976,548.8244444444445,193.5787037037037,-515.4303703703704,Loss Making,High Rent Pressure,High Payroll Pressure,-78911.37999999999
2026-01-01,S073,Himaxx Tianjin Warehouse 73,Tianjin,North China,Himaxx Warehouse Outlet,Mall Warehouse,High Profit,17678,71.0,New Store,Community,81619.32,422537.06,81619.32,81619.32,79230.78,61305.69,39154.75,22150.94,0.3613,8754.11,14034.8,1761.64,2690.5,27241.05,-5090.11,-0.083,-14371.76,-19994.46,-19994.46,-0.3261,75393.24,0.1428,0.2289,3.4679087000791946,863.4604225352113,311.9850704225352,-71.69169014084507,Loss Making,Normal,High Payroll Pressure,-14087.550000000003
2026-01-01,S074,Himaxx Tianjin Warehouse 74,Tianjin,North China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,15845,63.0,Mature,Community,97392.98,496235.87,97392.98,97392.98,95215.75,72831.63,44225.08,28606.55,0.3928,5338.41,8880.92,1098.09,1560.68,16878.1,11728.45,0.161,6250.55,2808.39,2808.39,0.0386,42971.27,0.0733,0.1219,4.5965055222467655,1156.057619047619,454.0722222222222,186.16587301587302,Healthy,Normal,Normal,29860.360000000008
2026-01-01,S075,Himaxx Shenzhen Warehouse 75,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,12012,48.0,Mature,Transport Hub,65452.0,326027.74,65452.0,65452.0,63677.1,49003.7,29986.01,19017.69,0.3881,6699.29,10373.8,1996.15,1909.41,20978.65,-1960.96,-0.04,-8493.86,-16304.92,-16304.92,-0.3327,54056.59,0.1367,0.2117,4.079562104562104,1020.9104166666666,396.201875,-40.85333333333333,Loss Making,Normal,High Payroll Pressure,-5052.889999999999
2026-01-01,S076,Himaxx Nanjing Warehouse 76,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,At Risk,16798,67.0,Aging,Suburban Mall,51493.05,263316.01,51493.05,51493.05,50098.37,36646.64,22201.65,14444.99,0.3942,10295.5,17427.87,2399.08,2701.53,32823.98,-18378.99,-0.5015,-30141.2,-35798.33,-35798.33,-0.9769,83273.76,0.2809,0.4756,2.1816073342064533,546.9647761194029,215.59686567164178,-274.3132835820896,Loss Making,High Rent Pressure,High Payroll Pressure,-46627.119999999995
2026-02-01,S001,Himaxx Beijing Warehouse 1,Beijing,North China,Himaxx Warehouse Outlet,Mall Warehouse,High Profit,15578,62.0,Mature,Suburban Mall,103026.91,519779.39,103026.91,103026.91,97229.12,73860.81,46915.52,26945.29,0.3648,12512.82,17722.19,2205.97,2965.86,35406.85,-8461.56,-0.1146,-19113.35,-27097.56,-27097.56,-0.3669,97055.12,0.1694,0.2399,4.741353832327642,1191.3033870967743,434.60145161290325,-136.47677419354838,Loss Making,Normal,High Payroll Pressure,-23194.309999999998
2026-02-01,S002,Himaxx Nanjing Warehouse 2,Nanjing,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,18227,73.0,New Store,Outlet Cluster,64026.77,317281.56,64026.77,64026.77,61665.97,45633.13,27557.84,18075.29,0.3961,6417.69,12173.07,1887.05,2455.24,22933.03,-4857.74,-0.1065,-10900.86,-15520.61,-15520.61,-0.3401,57897.06,0.1406,0.2668,2.5036007022548965,625.1113698630137,247.60671232876714,-66.54438356164383,Loss Making,Normal,High Payroll Pressure,-12263.93
2026-02-01,S003,Himaxx Shenzhen Warehouse 3,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,At Risk,20931,84.0,New Store,Suburban Mall,45498.72,224912.24,45498.72,45498.72,43832.26,34564.51,20623.84,13940.67,0.4033,20500.03,29889.76,4229.33,4312.75,58931.87,-44991.2,-1.3017,-58974.06,-71320.93,-71320.93,-2.0634,146115.72,0.5931,0.8648,1.651354928097081,411.4822619047619,165.96035714285713,-535.6095238095238,Loss Making,High Rent Pressure,High Payroll Pressure,-111551.20999999999
2026-02-01,S004,Himaxx Xiamen Warehouse 4,Xiamen,South China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Stable,8222,33.0,Mature,Suburban Mall,51106.92,298909.67,51106.92,51106.92,49181.17,38596.12,27631.79,10964.33,0.2841,14203.61,22934.63,4394.85,5824.65,47357.74,-36393.41,-0.9429,-53699.94,-65977.58,-65977.58,-1.7094,166706.49,0.368,0.5942,4.69424957431282,1169.579393939394,332.25242424242424,-1102.8306060606062,Loss Making,High Rent Pressure,High Payroll Pressure,-128110.37
2026-02-01,S005,Himaxx Changsha Warehouse 5,Changsha,Central China,Himaxx Warehouse Outlet,Shopping Center Warehouse,At Risk,13123,52.0,Ramp-up,Transport Hub,53222.79,269509.92,53222.79,53222.79,51447.69,38045.81,22944.36,15101.45,0.3969,15510.79,21149.46,3928.86,3794.37,44383.48,-29282.03,-0.7697,-43835.76,-55885.42,-55885.42,-1.4689,111817.45,0.4077,0.5559,2.8991701592623635,731.6501923076922,290.4125,-563.1159615384615,Loss Making,High Rent Pressure,High Payroll Pressure,-73771.64
2026-02-01,S006,Himaxx Qingdao Warehouse 6,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,At Risk,18648,75.0,Mature,Suburban Mall,55219.68,274716.98,55219.68,55219.68,53252.89,41008.44,25269.52,15738.92,0.3838,15286.03,27547.54,5131.24,4066.53,52031.34,-36292.42,-0.885,-48553.81,-59535.66,-59535.66,-1.4518,135569.91,0.3728,0.6718,2.199079794079794,546.7792000000001,209.85226666666668,-483.89893333333333,Loss Making,High Rent Pressure,High Payroll Pressure,-94561.47
2026-02-01,S007,Himaxx Wuhan Warehouse 7,Wuhan,Central China,Himaxx Warehouse Outlet,Mall Warehouse,Stable,16119,64.0,Mature,Suburban Mall,62792.26,325625.02,62792.26,62792.26,59186.89,47917.2,31854.92,16062.28,0.3352,11831.11,15046.29,2202.54,3822.38,32902.32,-16840.04,-0.3514,-28909.01,-34396.55,-34396.55,-0.7178,98154.62,0.2469,0.314,2.972715428996836,748.70625,250.973125,-263.125625,Loss Making,High Rent Pressure,High Payroll Pressure,-50237.42
2026-02-01,S008,Himaxx Changsha Warehouse 8,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,High Profit,11871,47.0,Mature,Industrial Park,86502.0,448002.94,86502.0,86502.0,82310.59,65201.74,39112.03,26089.71,0.4001,8167.91,11726.07,1465.82,2282.28,23642.07,2447.64,0.0375,-4619.07,-9466.59,-9466.59,-0.1452,59084.76,0.1253,0.1798,5.492522955100665,1387.2710638297872,555.1002127659574,52.077446808510636,Watch,Normal,Normal,6116.979999999996
2026-02-01,S009,Himaxx Changsha Warehouse 9,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,High Profit,11335,45.0,Mature,Suburban Mall,77506.58,381497.84,77506.58,77506.58,74135.44,57659.43,34556.61,23102.82,0.4007,18023.93,20948.49,3596.13,4344.34,46912.89,-23810.07,-0.4129,-33578.44,-44690.76,-44690.76,-0.7751,117083.99,0.3126,0.3633,5.086848698720776,1281.3206666666667,513.396,-529.1126666666667,Loss Making,High Rent Pressure,High Payroll Pressure,-59424.560000000005
2026-02-01,S010,Himaxx Changsha Warehouse 10,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,Stable,10286,41.0,New Store,Suburban Mall,68102.48,337549.51,68102.48,68102.48,65088.44,50629.09,28585.16,22043.93,0.4354,6927.17,9885.69,1725.52,2056.05,20594.43,1449.5,0.0286,-6846.95,-13148.72,-13148.72,-0.2597,47299.97,0.1368,0.1953,4.922135912891308,1234.8558536585365,537.6568292682927,35.353658536585364,Watch,Normal,High Payroll Pressure,3329.1199999999953
2026-02-01,S011,Himaxx Chengdu Warehouse 11,Chengdu,West China,Himaxx Warehouse Outlet,Community Warehouse,At Risk,13815,55.0,Ramp-up,Suburban Mall,65489.2,318219.66,65489.2,65489.2,63451.84,46934.02,25755.9,21178.12,0.4512,13715.65,23778.22,5773.3,6207.5,49474.66,-28296.54,-0.6029,-41312.09,-53683.24,-53683.24,-1.1438,109643.58,0.2922,0.5066,3.397323199420919,853.3458181818181,385.05672727272724,-514.4825454545455,Loss Making,High Rent Pressure,High Payroll Pressure,-62709.560000000005
2026-02-01,S012,Himaxx Beijing Warehouse 12,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,17792,71.0,Mature,Community,94067.46,497722.5,94067.46,94067.46,90279.72,68804.59,45057.7,23746.89,0.3451,8848.8,18705.95,3673.89,2863.67,34092.31,-10345.42,-0.1504,-19924.23,-27249.81,-27249.81,-0.396,98779.56,0.1286,0.2719,3.8671644559352516,969.0787323943662,334.4632394366197,-145.7101408450704,Loss Making,Normal,High Payroll Pressure,-29974.97
2026-02-01,S013,Himaxx Shenzhen Warehouse 13,Shenzhen,South China,Himaxx Warehouse Outlet,Community Warehouse,High Profit,10494,42.0,Ramp-up,Suburban Mall,86701.76,421699.45,86701.76,86701.76,82353.39,64615.45,39351.49,25263.96,0.391,14053.24,20126.04,2441.41,5220.05,41840.74,-16576.78,-0.2565,-28255.28,-36781.24,-36781.24,-0.5692,107012.45,0.2175,0.3115,6.157370878597294,1538.463095238095,601.5228571428571,-394.68523809523805,Loss Making,High Rent Pressure,High Payroll Pressure,-42397.0
2026-02-01,S014,Himaxx Tianjin Warehouse 14,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,13468,54.0,Mature,Transport Hub,56343.99,276583.98,56343.99,56343.99,53527.61,41662.21,26465.68,15196.53,0.3648,12081.09,18039.77,3136.48,2789.36,36046.7,-20850.17,-0.5005,-32104.38,-39674.78,-39674.78,-0.9523,98824.21,0.29,0.433,3.093422185922186,771.5224074074074,281.4172222222222,-386.1142592592592,Loss Making,High Rent Pressure,High Payroll Pressure,-57162.00000000001
2026-02-01,S015,Himaxx Hangzhou Warehouse 15,Hangzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,Stable,14573,58.0,Mature,Community,60178.78,302293.63,60178.78,60178.78,58293.3,45333.49,28328.43,17005.06,0.3751,10988.09,16545.07,3946.74,3077.76,34557.66,-17552.6,-0.3872,-29441.01,-37169.66,-37169.66,-0.8199,92126.66,0.2424,0.365,3.110786385781925,781.6118965517242,293.19068965517243,-302.6310344827586,Loss Making,High Rent Pressure,High Payroll Pressure,-46793.170000000006
2026-02-01,S016,Himaxx Chengdu Warehouse 16,Chengdu,West China,Himaxx Warehouse Outlet,Shopping Center Warehouse,High Profit,15540,62.0,Mature,Transport Hub,108007.66,511243.86,108007.66,108007.66,104219.63,76907.84,43991.44,32916.4,0.428,13807.36,16198.46,3175.34,4995.68,38176.84,-5260.44,-0.0684,-15258.2,-22288.27,-22288.27,-0.2898,89198.64,0.1795,0.2106,4.949024453024453,1240.4490322580646,530.9096774193548,-84.8458064516129,Loss Making,Normal,High Payroll Pressure,-12290.800000000003
2026-02-01,S017,Himaxx Hangzhou Warehouse 17,Hangzhou,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,10374,41.0,Mature,Community,56244.41,279799.84,56244.41,56244.41,52977.72,37822.99,21381.13,16441.86,0.4347,13778.41,19869.47,2938.77,3234.04,39820.69,-23378.83,-0.6181,-34199.94,-40369.47,-40369.47,-1.0673,91603.84,0.3643,0.5253,3.6459408135723925,922.5119512195122,401.02097560975614,-570.2153658536586,Loss Making,High Rent Pressure,High Payroll Pressure,-53780.85
2026-02-01,S018,Himaxx Xi'an Warehouse 18,Xi'an,West China,Himaxx Warehouse Outlet,Mall Warehouse,High Profit,17488,70.0,Aging,Outlet Cluster,79968.93,392438.26,79968.93,79968.93,78235.87,61032.42,36235.07,24797.35,0.4063,8196.48,9673.97,1687.23,1738.22,21295.9,3501.45,0.0574,-3814.32,-9125.9,-9125.9,-0.1495,52414.48,0.1343,0.1585,3.4899599725526076,871.8917142857142,354.24785714285713,50.020714285714284,Watch,Normal,Normal,8617.939999999995
